alloy,temperature,processing,method,status,pred_ys,actual_ys,pred_uts,actual_uts,pred_el,actual_el,pred_em,actual_em,pred_density,pred_gamma_prime,confidence_level,tcp_risk,corrections_applied,eval_time_sec
NIMOCAST* 263,21.0,cast,GPT4.1,SUCCESS,540.0,510.0,860.0,730.0,12.0,18.0,210.0,,,,,,,
IN-731,21.0,cast,GPT4.1,SUCCESS,1050.0,725.0,1300.0,835.0,6.0,6.5,210.0,,,,,,,
IN-731,649.0,cast,GPT4.1,SUCCESS,1050.0,745.0,1300.0,895.0,6.0,5.0,178.0,,,,,,,
IN-731,760.0,cast,GPT4.1,SUCCESS,1000.0,770.0,1250.0,915.0,6.0,4.5,170.0,,,,,,,
IN-731,871.0,cast,GPT4.1,SUCCESS,850.0,585.0,1050.0,750.0,6.0,3.5,160.0,,,,,,,
IN-731,982.0,cast,GPT4.1,SUCCESS,500.0,360.0,650.0,525.0,6.0,6.5,150.0,,,,,,,
IN-731,1093.0,cast,GPT4.1,EMPTY,,170.0,,275.0,,7.5,,,,,,,,
WASPALOY*,21.0,wrought,GPT4.1,SUCCESS,965.0,795.0,1310.0,1275.0,15.0,25.0,213.0,213.0,,,,,,
WASPALOY*,538.0,wrought,GPT4.1,SUCCESS,965.0,725.0,1310.0,1170.0,15.0,23.0,186.0,184.0,,,,,,
WASPALOY*,649.0,wrought,GPT4.1,SUCCESS,965.0,690.0,1310.0,1115.0,15.0,34.0,179.0,177.0,,,,,,
WASPALOY*,760.0,wrought,GPT4.1,SUCCESS,965.0,675.0,1310.0,795.0,15.0,28.0,172.0,168.0,,,,,,
WASPALOY*,871.0,wrought,GPT4.1,SUCCESS,830.0,520.0,965.0,525.0,15.0,35.0,163.0,158.0,,,,,,
WASPALOY*,982.0,wrought,GPT4.1,SUCCESS,480.0,140.0,620.0,195.0,15.0,,153.0,146.0,,,,,,
NIMONIC* 901,21.0,wrought,GPT4.1,SUCCESS,760.0,896.0,1100.0,1207.0,18.0,15.0,200.0,206.0,,,,,,
NIMONIC* 901,538.0,wrought,GPT4.1,SUCCESS,760.0,792.0,1100.0,1035.0,18.0,15.0,176.0,,,,,,,
NIMONIC* 901,649.0,wrought,GPT4.1,SUCCESS,760.0,792.0,1100.0,966.0,18.0,15.0,170.0,,,,,,,
NIMONIC* 901,760.0,wrought,GPT4.1,SUCCESS,690.0,689.0,1000.0,828.0,18.0,15.0,165.0,,,,,,,
NIMONIC* 901,871.0,wrought,GPT4.1,SUCCESS,480.0,345.0,760.0,483.0,18.0,30.0,155.0,,,,,,,
NIMONIC* 90,21.0,wrought,GPT4.1,SUCCESS,690.0,810.0,1000.0,1235.0,18.0,33.0,213.0,226.0,,,,,,
NIMONIC* 90,538.0,wrought,GPT4.1,SUCCESS,690.0,725.0,1000.0,1075.0,18.0,28.0,186.0,190.0,,,,,,
NIMONIC* 90,649.0,wrought,GPT4.1,SUCCESS,655.0,685.0,950.0,940.0,18.0,14.0,179.0,181.0,,,,,,
NIMONIC* 90,760.0,wrought,GPT4.1,SUCCESS,600.0,540.0,900.0,655.0,18.0,12.0,172.0,170.0,,,,,,
NIMONIC* 90,871.0,wrought,GPT4.1,SUCCESS,410.0,260.0,700.0,330.0,18.0,23.0,163.0,158.0,,,,,,
NIMONIC* 90,982.0,wrought,GPT4.1,SUCCESS,210.0,62.0,400.0,76.0,18.0,70.0,153.0,144.0,,,,,,
RGT* 13,21.0,wrought,GPT4.1,SUCCESS,950.0,780.0,1200.0,1230.0,12.0,30.0,210.0,,,,,,,
RGT* 13,538.0,wrought,GPT4.1,SUCCESS,950.0,745.0,1200.0,1105.0,12.0,29.0,182.0,,,,,,,
RGT* 13,649.0,wrought,GPT4.1,SUCCESS,950.0,725.0,1200.0,1005.0,12.0,26.0,175.0,,,,,,,
RGT* 13,760.0,wrought,GPT4.1,SUCCESS,950.0,600.0,1200.0,775.0,12.0,18.0,168.0,,,,,,,
RGT* 13,871.0,wrought,GPT4.1,SUCCESS,800.0,-435.0,950.0,565.0,12.0,17.0,158.0,,,,,,,
UDIMET* 520,21.0,wrought,GPT4.1,SUCCESS,950.0,860.0,1200.0,1310.0,12.0,21.0,210.0,,,,,,,
UDIMET* 520,538.0,wrought,GPT4.1,SUCCESS,950.0,830.0,1200.0,1240.0,12.0,20.0,183.0,,,,,,,
UDIMET* 520,649.0,wrought,GPT4.1,SUCCESS,950.0,795.0,1200.0,1175.0,12.0,17.0,175.0,,,,,,,
UDIMET* 520,760.0,wrought,GPT4.1,SUCCESS,950.0,725.0,1200.0,725.0,12.0,15.0,168.0,,,,,,,
UDIMET* 520,871.0,wrought,GPT4.1,SUCCESS,800.0,520.0,950.0,515.0,12.0,20.0,158.0,,,,,,,
UDIMET* 520,982.0,wrought,GPT4.1,SUCCESS,480.0,310.0,600.0,310.0,12.0,,148.0,,,,,,,
D-979,21.0,wrought,GPT4.1,SUCCESS,950.0,1005.0,1200.0,1410.0,12.0,15.0,210.0,207.0,,,,,,
D-979,538.0,wrought,GPT4.1,SUCCESS,950.0,925.0,1200.0,1295.0,12.0,15.0,183.0,178.0,,,,,,
D-979,649.0,wrought,GPT4.1,SUCCESS,950.0,890.0,1200.0,1105.0,12.0,21.0,175.0,167.0,,,,,,
D-979,760.0,wrought,GPT4.1,SUCCESS,900.0,655.0,1150.0,720.0,11.0,17.0,168.0,156.0,,,,,,
D-979,871.0,wrought,GPT4.1,SUCCESS,750.0,305.0,900.0,345.0,10.0,18.0,158.0,146.0,,,,,,
NIMONIC* 81,21.0,wrought,GPT4.1,SUCCESS,600.0,600.0,900.0,1050.0,25.0,36.0,210.0,196.0,,,,,,
NIMONIC* 81,538.0,wrought,GPT4.1,SUCCESS,600.0,505.0,900.0,855.0,25.0,36.0,182.0,167.0,,,,,,
NIMONIC* 81,649.0,wrought,GPT4.1,SUCCESS,590.0,495.0,880.0,820.0,24.0,28.0,175.0,159.0,,,,,,
NIMONIC* 81,760.0,wrought,GPT4.1,SUCCESS,570.0,450.0,850.0,690.0,22.0,24.0,168.0,152.0,,,,,,
NIMONIC* 81,871.0,wrought,GPT4.1,SUCCESS,420.0,,650.0,310.0,20.0,,160.0,138.0,,,,,,
NIMONIC* 81,982.0,wrought,GPT4.1,SUCCESS,210.0,,350.0,105.0,18.0,,150.0,126.0,,,,,,
ASTROLOY,21.0,wrought,GPT4.1,SUCCESS,1200.0,1050.0,1500.0,1415.0,12.0,16.0,210.0,,,,,,,
ASTROLOY,538.0,wrought,GPT4.1,SUCCESS,1200.0,965.0,1500.0,1240.0,12.0,16.0,185.0,,,,,,,
ASTROLOY,649.0,wrought,GPT4.1,SUCCESS,1200.0,965.0,1500.0,1310.0,12.0,18.0,178.0,,,,,,,
ASTROLOY,760.0,wrought,GPT4.1,SUCCESS,1200.0,910.0,1500.0,1160.0,12.0,21.0,170.0,,,,,,,
ASTROLOY,871.0,wrought,GPT4.1,SUCCESS,950.0,690.0,1100.0,775.0,10.0,25.0,160.0,,,,,,,
ASTROLOY,982.0,wrought,GPT4.1,SUCCESS,600.0,275.0,700.0,415.0,8.0,30.0,150.0,,,,,,,
NIMONIC* PE16,21.0,wrought,GPT4.1,SUCCESS,950.0,530.0,1200.0,885.0,12.0,37.0,205.0,199.0,,,,,,
NIMONIC* PE16,538.0,wrought,GPT4.1,SUCCESS,950.0,485.0,1200.0,740.0,12.0,26.0,180.0,165.0,,,,,,
NIMONIC* PE16,649.0,wrought,GPT4.1,SUCCESS,950.0,485.0,1200.0,660.0,12.0,30.0,172.0,157.0,,,,,,
NIMONIC* PE16,760.0,wrought,GPT4.1,SUCCESS,950.0,370.0,1200.0,510.0,12.0,42.0,165.0,147.0,,,,,,
NIMONIC* PE16,871.0,wrought,GPT4.1,SUCCESS,800.0,140.0,950.0,215.0,12.0,80.0,155.0,137.0,,,,,,
NIMONIC* PE16,982.0,wrought,GPT4.1,SUCCESS,480.0,50.0,600.0,90.0,12.0,,145.0,124.0,,,,,,
AF2-1DA,20.0,cast,GPT4.1,EMPTY,,1000.0,,1600.0,,7.0,,,,,,,,
Alloy 263 (C263),20.0,wrought,GPT4.1,EMPTY,,580.0,,1000.0,,35.0,,,,,,,,
CM 247 LC,20.0,cast,GPT4.1,EMPTY,,850.0,,1000.0,,4.5,,,,,,,,
GTD-111,20.0,cast,GPT4.1,EMPTY,,980.0,,1130.0,,8.0,,,,,,,,
GTD-262,20.0,cast,GPT4.1,EMPTY,,650.0,,900.0,,8.0,,,,,,,,
GTD-444,20.0,cast,GPT4.1,EMPTY,,860.0,,1080.0,,9.0,,,,,,,,
Haynes 233,20.0,wrought,GPT4.1,EMPTY,,778.0,,1187.0,,27.0,,,,,,,,
Haynes 282,20.0,wrought,GPT4.1,EMPTY,,760.0,,1150.0,,27.0,,,,,,,,
Inconel 718Plus,20.0,wrought,GPT4.1,EMPTY,,1170.0,,1480.0,,20.0,,,,,,,,
Inconel X-750,20.0,wrought,GPT4.1,EMPTY,,860.0,,1240.0,,20.0,,,,,,,,
MAR-M 002,20.0,cast,GPT4.1,EMPTY,,825.0,,1035.0,,7.0,,,,,,,,
MERL 76,20.0,wrought,GPT4.1,EMPTY,,1030.0,,1550.0,,25.0,,,,,,,,
Rene 100,20.0,cast,GPT4.1,EMPTY,,1000.0,,1300.0,,10.0,,,,,,,,
Rene 108,20.0,cast,GPT4.1,EMPTY,,1000.0,,1200.0,,11.0,,,,,,,,
Rene 95,20.0,wrought,GPT4.1,EMPTY,,1240.0,,1620.0,,12.0,,,,,,,,
RR1000,20.0,wrought,GPT4.1,EMPTY,,1100.0,,1400.0,,15.0,,,,,,,,
Udimet 720,20.0,wrought,GPT4.1,EMPTY,,1100.0,,1500.0,,15.0,,,,,,,,
Haynes 214® alloy,20.0,wrought,GPT4.1,EMPTY,,605.0,,995.0,,37.3,,218.0,,,,,,
Haynes 214® alloy,540.0,wrought,GPT4.1,EMPTY,,545.0,,865.0,,,,,,,,,,
Haynes 214® alloy,649.0,wrought,GPT4.1,SUCCESS,410.0,,760.0,,35.0,22.2,172.0,,,,,,,
Haynes 214® alloy,650.0,wrought,GPT4.1,EMPTY,,565.0,,815.0,,,,,,,,,,
Haynes 214® alloy,760.0,wrought,GPT4.1,SUCCESS,410.0,645.0,760.0,705.0,35.0,20.4,165.0,,,,,,,
Haynes 214® alloy,870.0,wrought,GPT4.1,EMPTY,,310.0,,400.0,,,,,,,,,,
Haynes 214® alloy,871.0,wrought,GPT4.1,SUCCESS,340.0,,600.0,,35.0,49.4,155.0,,,,,,,
Haynes 214® alloy,980.0,wrought,GPT4.1,EMPTY,,54.0,,105.0,,,,,,,,,,
Haynes 214® alloy,982.0,wrought,GPT4.1,SUCCESS,210.0,,350.0,,35.0,144.8,145.0,,,,,,,
Haynes 214® alloy,1038.0,wrought,GPT4.1,EMPTY,,,,,,153.1,,,,,,,,
Haynes 214® alloy,1093.0,wrought,GPT4.1,EMPTY,,,,,,157.1,,,,,,,,
Haynes 214® alloy,1095.0,wrought,GPT4.1,EMPTY,,27.0,,58.0,,,,,,,,,,
Haynes 214® alloy,1149.0,wrought,GPT4.1,EMPTY,,,,,,159.3,,,,,,,,
Haynes 214® alloy,1150.0,wrought,GPT4.1,EMPTY,,12.0,,32.0,,,,,,,,,,
Haynes 214® alloy,1204.0,wrought,GPT4.1,EMPTY,,,,,,134.6,,,,,,,,
Haynes 214® alloy,1205.0,wrought,GPT4.1,EMPTY,,9.0,,30.0,,,,,,,,,,
Haynes 263® alloy,20.0,wrought,GPT4.1,EMPTY,,635.0,,1050.0,,35.8,,221.0,,,,,,
Haynes 263® alloy,204.0,wrought,GPT4.1,EMPTY,,,,,,40.9,205.0,,,,,,,
Haynes 263® alloy,427.0,wrought,GPT4.1,EMPTY,,,,,,39.6,195.0,,,,,,,
Haynes 263® alloy,537.0,wrought,GPT4.1,EMPTY,,,,,,42.1,,,,,,,,
Haynes 263® alloy,540.0,wrought,GPT4.1,EMPTY,,540.0,,855.0,,,,,,,,,,
Haynes 263® alloy,649.0,wrought,GPT4.1,SUCCESS,760.0,,930.0,,22.0,36.9,185.0,,,,,,,
Haynes 263® alloy,650.0,wrought,GPT4.1,EMPTY,,525.0,,835.0,,,,,,,,,,
Haynes 263® alloy,760.0,wrought,GPT4.1,SUCCESS,760.0,515.0,930.0,725.0,22.0,26.6,180.0,,,,,,,
Haynes 263® alloy,816.0,wrought,GPT4.1,EMPTY,,,,,,35.2,,,,,,,,
Haynes 263® alloy,870.0,wrought,GPT4.1,EMPTY,,220.0,,350.0,,,,,,,,,,
Haynes 263® alloy,871.0,wrought,GPT4.1,SUCCESS,655.0,,760.0,,22.0,58.1,170.0,,,,,,,
Haynes 263® alloy,927.0,wrought,GPT4.1,EMPTY,,,,,,105.2,,,,,,,,
Haynes 263® alloy,980.0,wrought,GPT4.1,EMPTY,,87.0,,170.0,,,,,,,,,,
Haynes 263® alloy,982.0,wrought,GPT4.1,SUCCESS,345.0,,480.0,,22.0,95.1,160.0,,,,,,,
Haynes 263® alloy,1093.0,wrought,GPT4.1,EMPTY,,,,,,103.6,,,,,,,,
Haynes 263® alloy,1095.0,wrought,GPT4.1,EMPTY,,37.0,,88.0,,,,,,,,,,
Haynes R-41 alloy,649.0,wrought,GPT4.1,SUCCESS,1050.0,847.0,1380.0,1047.0,12.0,7.0,175.0,179.0,,,,,,
Haynes R-41 alloy,760.0,wrought,GPT4.1,SUCCESS,1050.0,785.0,1380.0,924.0,12.0,4.0,168.0,171.0,,,,,,
Haynes R-41 alloy,871.0,wrought,GPT4.1,SUCCESS,900.0,506.0,1100.0,664.0,12.0,2.0,158.0,160.0,,,,,,
Special Metals INCONEL® alloy 693,20.0,wrought,GPT4.1,EMPTY,,530.9,,937.7,,45.0,,,,,,,,
Special Metals INCONEL® alloy 740 Precipitation-Hardenable Ni-Cr-Co Superalloy,20.0,wrought,GPT4.1,EMPTY,,818.4,,1209.0,,36.4,,,,,,,,
