alloy,temperature,processing,method,status,pred_ys,actual_ys,pred_uts,actual_uts,pred_el,actual_el,pred_em,actual_em,pred_density,pred_gamma_prime,confidence_level,tcp_risk,corrections_applied
MAR-M* 200,1093.0,cast,ML_ONLY,SUCCESS,494.358132793604,,536.581541260254,325.0,9.58388156453502,,110.31616418637984,,8.11,55.2,MEDIUM,UNKNOWN,0
TRW-NASA VI A,21.0,cast,ML_ONLY,SUCCESS,901.4949052203153,940.0,1044.7691378349546,1050.0,10.283417737260239,4.0,155.09361701686345,,8.25,75.3,MEDIUM,UNKNOWN,0
TRW-NASA VI A,649.0,cast,ML_ONLY,SUCCESS,920.9993840046463,945.0,1046.348697045022,1140.0,9.59358659631686,4.0,130.2062086120415,,8.25,75.3,MEDIUM,UNKNOWN,0
TRW-NASA VI A,760.0,cast,ML_ONLY,SUCCESS,917.135317913166,945.0,1031.9885012829495,1095.0,9.279145701494198,4.5,126.27150384921897,,8.25,75.3,MEDIUM,UNKNOWN,0
TRW-NASA VI A,871.0,cast,ML_ONLY,SUCCESS,703.8040605698905,770.0,817.0139296135316,870.0,9.803644491957602,2.5,123.16875791279674,,8.25,75.3,MEDIUM,UNKNOWN,0
TRW-NASA VI A,982.0,cast,ML_ONLY,SUCCESS,482.93457618741996,520.0,547.8100708036721,595.0,11.807277025026732,,118.65903564244373,,8.25,75.3,MEDIUM,UNKNOWN,0
TRW-NASA VI A,1093.0,cast,ML_ONLY,SUCCESS,482.93457618741996,310.0,547.8100708036721,340.0,11.86768177462077,5.0,118.59489694894253,,8.25,75.3,MEDIUM,UNKNOWN,0
IN-738,21.0,cast,ML_ONLY,SUCCESS,937.1759117553044,950.0,1103.1079474947933,1095.0,8.01209643040431,,203.16886553028206,201.0,7.86,52.0,MEDIUM,UNKNOWN,0
IN-738,93.0,cast,ML_ONLY,SUCCESS,930.6431663939762,,1103.1703254244808,,7.987860943420055,,202.79181579908922,195.0,7.86,52.0,MEDIUM,UNKNOWN,0
IN-738,204.0,cast,ML_ONLY,SUCCESS,930.27404205362,,1103.1703254244808,,7.987860943420055,,199.00384371743309,190.0,7.86,52.0,MEDIUM,UNKNOWN,0
IN-738,316.0,cast,ML_ONLY,SUCCESS,928.2810801357917,,1102.4987430269039,,7.965825114124181,,192.86628810018675,185.0,7.86,52.0,MEDIUM,UNKNOWN,0
IN-738,427.0,cast,ML_ONLY,SUCCESS,927.8803610785826,,1102.4987430269039,,7.965825114124181,,186.92547730583152,179.0,7.86,52.0,MEDIUM,UNKNOWN,0
IN-738,538.0,cast,ML_ONLY,SUCCESS,896.066731928192,,1101.6461429292476,,7.6512184556427645,,176.60334315249602,175.0,7.86,52.0,MEDIUM,UNKNOWN,0
IN-738,649.0,cast,ML_ONLY,SUCCESS,887.8031227723347,815.0,1097.0777578912232,1085.0,7.615999130259745,7.0,169.85060408098997,168.0,7.86,52.0,MEDIUM,UNKNOWN,0
IN-738,760.0,cast,ML_ONLY,SUCCESS,872.0937222972807,795.0,1056.3188884697615,965.0,7.8214734298150725,6.5,163.51700867390923,160.0,7.86,52.0,MEDIUM,UNKNOWN,0
IN-738,871.0,cast,ML_ONLY,SUCCESS,580.3152116216929,550.0,730.9637614813229,770.0,10.141623785581125,11.0,152.39543570556506,151.0,7.86,52.0,MEDIUM,UNKNOWN,0
IN-738,982.0,cast,ML_ONLY,SUCCESS,349.53033496102273,345.0,458.21447378220364,455.0,17.29529987472625,13.0,143.9037606200663,140.0,7.86,52.0,MEDIUM,UNKNOWN,0
NIMOCAST* 263,21.0,cast,ML_ONLY,SUCCESS,530.8829923273279,510.0,843.0871091881685,730.0,30.71138768461939,18.0,210.0562626622022,,8.29,2.7,MEDIUM,UNKNOWN,0
IN-731,21.0,cast,ML_ONLY,SUCCESS,867.6229029888736,725.0,1076.521263457993,835.0,9.500478043612592,6.5,188.4290068015208,,7.44,71.6,MEDIUM,UNKNOWN,0
IN-731,649.0,cast,ML_ONLY,SUCCESS,865.4442980176116,745.0,1065.9966246616186,895.0,8.289457743123101,5.0,160.0482516497086,,7.44,71.6,MEDIUM,UNKNOWN,0
IN-731,760.0,cast,ML_ONLY,SUCCESS,857.2121654880241,770.0,1037.8430918763904,915.0,8.121108220137307,4.5,156.12337006282144,,7.44,71.6,MEDIUM,UNKNOWN,0
IN-731,871.0,cast,ML_ONLY,SUCCESS,631.6252103973366,585.0,775.7490174798453,750.0,8.709077285069867,3.5,150.96016276777993,,7.44,71.6,MEDIUM,UNKNOWN,0
IN-731,982.0,cast,ML_ONLY,SUCCESS,398.31839892190135,360.0,521.4401579318112,525.0,11.13284223281289,6.5,143.27235801547278,,7.44,71.6,MEDIUM,UNKNOWN,0
IN-731,1093.0,cast,ML_ONLY,SUCCESS,398.31839892190135,170.0,521.4401579318112,275.0,11.185093590202058,7.5,141.87324314745155,,7.44,71.6,MEDIUM,UNKNOWN,0
WASPALOY*,21.0,wrought,ML_ONLY,SUCCESS,813.4771953964903,795.0,1217.3187809377237,1275.0,20.313848822171387,25.0,213.25656506275422,213.0,8.07,19.1,MEDIUM,UNKNOWN,0
WASPALOY*,93.0,wrought,ML_ONLY,SUCCESS,806.1230999375059,,1216.8114567189737,,20.192562429959473,,211.45234292242378,210.0,8.07,19.1,MEDIUM,UNKNOWN,0
WASPALOY*,204.0,wrought,ML_ONLY,SUCCESS,805.7013651851848,,1215.508910748676,,20.18593573661017,,206.8938955590417,204.0,8.07,19.1,MEDIUM,UNKNOWN,0
WASPALOY*,316.0,wrought,ML_ONLY,SUCCESS,804.4937524572339,,1213.8764611227152,,20.20769678126416,,200.63476626447908,197.0,8.07,19.1,MEDIUM,UNKNOWN,0
WASPALOY*,427.0,wrought,ML_ONLY,SUCCESS,804.4937524572339,,1213.8764611227152,,20.20769678126416,,194.54068579736537,191.0,8.07,19.1,MEDIUM,UNKNOWN,0
WASPALOY*,538.0,wrought,ML_ONLY,SUCCESS,775.8979577794995,725.0,1188.5203820211527,1170.0,19.871764449084054,23.0,183.87032744710152,184.0,8.07,19.1,MEDIUM,UNKNOWN,0
WASPALOY*,649.0,wrought,ML_ONLY,SUCCESS,767.205544420111,690.0,1135.8922819903555,1115.0,17.768789324680224,34.0,175.63969338879622,177.0,8.07,19.1,MEDIUM,UNKNOWN,0
WASPALOY*,760.0,wrought,ML_ONLY,SUCCESS,737.8980044613604,675.0,980.739431276986,795.0,18.119376842525007,28.0,168.41895024962253,168.0,8.07,19.1,MEDIUM,UNKNOWN,0
WASPALOY*,871.0,wrought,ML_ONLY,SUCCESS,476.15542414901404,520.0,520.518073771889,525.0,20.833597199052534,35.0,154.6588345372409,158.0,8.07,19.1,MEDIUM,UNKNOWN,0
WASPALOY*,982.0,wrought,ML_ONLY,SUCCESS,302.6410553444382,140.0,332.2701332539501,195.0,27.07315450574987,,145.136322969111,146.0,8.07,19.1,MEDIUM,UNKNOWN,0
NIMONIC* 901,21.0,wrought,ML_ONLY,SUCCESS,843.0870531093308,896.0,1117.0667877137573,1207.0,18.68456307658741,15.0,196.4154682457681,206.0,8.0,23.5,MEDIUM,UNKNOWN,0
NIMONIC* 901,538.0,wrought,ML_ONLY,SUCCESS,806.0484887245427,792.0,1085.1521811965845,1035.0,18.577097612812246,15.0,168.7015929117892,,8.0,23.5,MEDIUM,UNKNOWN,0
NIMONIC* 901,649.0,wrought,ML_ONLY,SUCCESS,800.2345027303625,792.0,1031.992842246788,966.0,16.792002031527847,15.0,161.10252020073034,,8.0,23.5,MEDIUM,UNKNOWN,0
NIMONIC* 901,760.0,wrought,ML_ONLY,SUCCESS,755.5009788736946,689.0,892.2847823201497,828.0,17.822330273859922,15.0,156.04863195204916,,8.0,23.5,MEDIUM,UNKNOWN,0
NIMONIC* 901,871.0,wrought,ML_ONLY,SUCCESS,539.4751203527499,345.0,479.97713627368944,483.0,20.32272458418141,30.0,143.3422390657218,,8.0,23.5,MEDIUM,UNKNOWN,0
NIMONIC* 90,21.0,wrought,ML_ONLY,SUCCESS,621.34824565291,810.0,942.0939529819955,1235.0,24.541827701728312,33.0,207.88093505938713,226.0,7.98,14.6,MEDIUM,UNKNOWN,0
NIMONIC* 90,93.0,wrought,ML_ONLY,SUCCESS,618.0243625962694,,941.7868240757452,,24.318364643256633,,206.4851905309646,219.0,7.98,14.6,MEDIUM,UNKNOWN,0
NIMONIC* 90,204.0,wrought,ML_ONLY,SUCCESS,617.4424406656717,,940.5905062919568,,24.242945356371433,,201.25877774746994,213.0,7.98,14.6,MEDIUM,UNKNOWN,0
NIMONIC* 90,316.0,wrought,ML_ONLY,SUCCESS,617.2129072147602,,937.5254084572821,,24.279722260436706,,195.5258454966237,206.0,7.98,14.6,MEDIUM,UNKNOWN,0
NIMONIC* 90,427.0,wrought,ML_ONLY,SUCCESS,617.2129072147602,,937.525408457282,,24.279722260436706,,190.60323818221,199.0,7.98,14.6,MEDIUM,UNKNOWN,0
NIMONIC* 90,538.0,wrought,ML_ONLY,SUCCESS,581.1070722538227,725.0,898.3148676857976,1075.0,23.955867087001103,28.0,177.7647411720688,190.0,7.98,14.6,MEDIUM,UNKNOWN,0
NIMONIC* 90,649.0,wrought,ML_ONLY,SUCCESS,572.7849537992911,685.0,850.756435419755,940.0,22.312902046026466,14.0,169.33875407630973,181.0,7.98,14.6,MEDIUM,UNKNOWN,0
NIMONIC* 90,760.0,wrought,ML_ONLY,SUCCESS,536.4663124622209,540.0,739.4265780095888,655.0,22.58058451248613,12.0,162.58312942512288,170.0,7.98,14.6,MEDIUM,UNKNOWN,0
NIMONIC* 90,871.0,wrought,ML_ONLY,SUCCESS,340.27509942081576,260.0,415.0997036066,330.0,24.56795651907676,23.0,150.8024720463988,158.0,7.98,14.6,MEDIUM,UNKNOWN,0
NIMONIC* 90,982.0,wrought,ML_ONLY,SUCCESS,204.90336509641966,62.0,276.5269790865692,76.0,28.907928923272614,70.0,140.45587588619233,144.0,7.98,14.6,MEDIUM,UNKNOWN,0
RGT* 13,21.0,wrought,ML_ONLY,SUCCESS,709.9934511881565,780.0,1147.6645954715168,1230.0,21.860681246778014,30.0,213.41937019361754,,8.03,16.7,MEDIUM,UNKNOWN,0
RGT* 13,538.0,wrought,ML_ONLY,SUCCESS,666.1309980214685,745.0,1112.7443785080882,1105.0,21.619705464884316,29.0,182.41106734609514,,8.03,16.7,MEDIUM,UNKNOWN,0
RGT* 13,649.0,wrought,ML_ONLY,SUCCESS,663.3888835187238,725.0,1067.0744735654123,1005.0,20.10197773722888,26.0,174.35603860527982,,8.03,16.7,MEDIUM,UNKNOWN,0
RGT* 13,760.0,wrought,ML_ONLY,SUCCESS,633.4682085411893,600.0,925.8583224176552,775.0,19.958919386403885,18.0,166.7569015199296,,8.03,16.7,MEDIUM,UNKNOWN,0
RGT* 13,871.0,wrought,ML_ONLY,SUCCESS,395.84292334743736,-435.0,485.35529939789876,565.0,22.729668692852137,17.0,152.96194921349198,,8.03,16.7,MEDIUM,UNKNOWN,0
UDIMET* 520,21.0,wrought,ML_ONLY,SUCCESS,817.8670502098564,860.0,1200.1569094227157,1310.0,21.234304005559483,21.0,208.87805674339046,,7.94,27.5,MEDIUM,UNKNOWN,0
UDIMET* 520,538.0,wrought,ML_ONLY,SUCCESS,771.0843165364606,830.0,1167.6051200696018,1240.0,20.611534350175496,20.0,177.2256603626875,,7.94,27.5,MEDIUM,UNKNOWN,0
UDIMET* 520,649.0,wrought,ML_ONLY,SUCCESS,765.9731238572036,795.0,1121.8840597704352,1175.0,19.48139985941343,17.0,169.15739983933872,,7.94,27.5,MEDIUM,UNKNOWN,0
UDIMET* 520,760.0,wrought,ML_ONLY,SUCCESS,747.1479764387364,725.0,975.34868309483,725.0,20.84071778368338,15.0,161.94158052928475,,7.94,27.5,MEDIUM,UNKNOWN,0
UDIMET* 520,871.0,wrought,ML_ONLY,SUCCESS,486.11996929306605,520.0,545.2976349085878,515.0,23.312024182075856,20.0,149.97943524627811,,7.94,27.5,MEDIUM,UNKNOWN,0
UDIMET* 520,982.0,wrought,ML_ONLY,SUCCESS,293.56410711719786,310.0,350.2611118906511,310.0,29.25950963022484,,140.6786178936476,,7.94,27.5,MEDIUM,UNKNOWN,0
D-979,21.0,wrought,ML_ONLY,SUCCESS,1025.1661115012434,1005.0,1289.61803244681,1410.0,15.924845033752693,15.0,198.90124499426383,207.0,8.05,29.4,MEDIUM,UNKNOWN,0
D-979,93.0,wrought,ML_ONLY,SUCCESS,1024.1619611106184,,1289.5331325444663,,15.939487749206796,,197.35811271700504,206.0,8.05,29.4,MEDIUM,UNKNOWN,0
D-979,204.0,wrought,ML_ONLY,SUCCESS,1024.086252564186,,1288.8512008542739,,15.953987907055208,,192.4323939622938,202.0,8.05,29.4,MEDIUM,UNKNOWN,0
D-979,316.0,wrought,ML_ONLY,SUCCESS,1022.9360639736019,,1287.2572374594135,,15.933463576385574,,185.85773159574046,197.0,8.05,29.4,MEDIUM,UNKNOWN,0
D-979,427.0,wrought,ML_ONLY,SUCCESS,1022.9360639736019,,1287.2572374594135,,15.933463576385574,,180.7260523118608,190.0,8.05,29.4,MEDIUM,UNKNOWN,0
D-979,538.0,wrought,ML_ONLY,SUCCESS,989.8209516689144,925.0,1264.8291979086323,1295.0,15.624927712569487,15.0,170.41521044203677,178.0,8.05,29.4,MEDIUM,UNKNOWN,0
D-979,649.0,wrought,ML_ONLY,SUCCESS,983.4593306889699,890.0,1221.0645451523874,1105.0,14.166121830835586,21.0,162.1848104355263,167.0,8.05,29.4,MEDIUM,UNKNOWN,0
D-979,760.0,wrought,ML_ONLY,SUCCESS,933.0107514963871,655.0,1048.8702225876762,720.0,14.9678039384514,17.0,155.89706156777692,156.0,8.05,29.4,MEDIUM,UNKNOWN,0
D-979,871.0,wrought,ML_ONLY,SUCCESS,613.8290829284354,305.0,573.269475742449,345.0,17.782933052589442,18.0,142.65090976869192,146.0,8.05,29.4,MEDIUM,UNKNOWN,0
NIMONIC* 81,21.0,wrought,ML_ONLY,SUCCESS,566.9600343418099,600.0,896.7383447307839,1050.0,29.77949475625574,36.0,197.84102010652592,196.0,7.95,5.5,MEDIUM,UNKNOWN,0
NIMONIC* 81,93.0,wrought,ML_ONLY,SUCCESS,559.0887880039193,,896.4312158245339,,29.639119618926642,,197.03644536729269,194.0,7.95,5.5,MEDIUM,UNKNOWN,0
NIMONIC* 81,204.0,wrought,ML_ONLY,SUCCESS,558.5068660733214,,895.0141357972152,,29.639119618926642,,191.9229529172602,188.0,7.95,5.5,MEDIUM,UNKNOWN,0
NIMONIC* 81,316.0,wrought,ML_ONLY,SUCCESS,558.0577873575905,,889.0241496537295,,29.639119618926642,,185.1580201117808,181.0,7.95,5.5,MEDIUM,UNKNOWN,0
NIMONIC* 81,427.0,wrought,ML_ONLY,SUCCESS,558.0577873575905,,889.0241496537294,,29.639119618926642,,180.54655553774603,175.0,7.95,5.5,MEDIUM,UNKNOWN,0
NIMONIC* 81,538.0,wrought,ML_ONLY,SUCCESS,517.0096577855106,505.0,843.4050090287294,855.0,29.319368833099006,36.0,169.64194420014118,167.0,7.95,5.5,MEDIUM,UNKNOWN,0
NIMONIC* 81,649.0,wrought,ML_ONLY,SUCCESS,509.5616152468408,495.0,788.1407924540682,820.0,28.001515444968653,28.0,163.09517052580975,159.0,7.95,5.5,MEDIUM,UNKNOWN,0
NIMONIC* 81,760.0,wrought,ML_ONLY,SUCCESS,482.44370849639773,450.0,668.4244553053047,690.0,29.495836173711705,24.0,156.0609154402359,152.0,7.95,5.5,MEDIUM,UNKNOWN,0
NIMONIC* 81,871.0,wrought,ML_ONLY,SUCCESS,327.60967433921167,,369.6911962952339,310.0,30.597803473115718,,144.56838922309583,138.0,7.95,5.5,MEDIUM,UNKNOWN,0
NIMONIC* 81,982.0,wrought,ML_ONLY,SUCCESS,199.09083980837377,,256.22261897576107,105.0,33.56097176625616,,134.5161503068245,126.0,7.95,5.5,MEDIUM,UNKNOWN,0
ASTROLOY,21.0,wrought,ML_ONLY,SUCCESS,869.3569681304949,1050.0,1226.5662781222004,1415.0,18.014883370312234,16.0,214.0191027909238,,7.69,47.6,MEDIUM,UNKNOWN,0
ASTROLOY,538.0,wrought,ML_ONLY,SUCCESS,837.7200644264938,965.0,1206.9748013055105,1240.0,17.928943569288723,16.0,182.62345519551204,,7.69,47.6,MEDIUM,UNKNOWN,0
ASTROLOY,649.0,wrought,ML_ONLY,SUCCESS,831.8908302301991,965.0,1175.4280685298304,1310.0,17.62917988978433,18.0,174.156936951732,,7.69,47.6,MEDIUM,UNKNOWN,0
ASTROLOY,760.0,wrought,ML_ONLY,SUCCESS,811.9025553825195,910.0,1056.7382399380053,1160.0,18.63496587131765,21.0,168.4998268215437,,7.69,47.6,MEDIUM,UNKNOWN,0
ASTROLOY,871.0,wrought,ML_ONLY,SUCCESS,552.3487390592942,690.0,680.815549438152,775.0,21.344437239533008,25.0,155.79317906128384,,7.69,47.6,MEDIUM,UNKNOWN,0
ASTROLOY,982.0,wrought,ML_ONLY,SUCCESS,324.82342331100983,275.0,399.1919629407421,415.0,27.75352289911376,30.0,147.3640862211723,,7.69,47.6,MEDIUM,UNKNOWN,0
NIMONIC* PE16,21.0,wrought,ML_ONLY,SUCCESS,913.6810280033008,530.0,1234.493750243795,885.0,16.95112256981517,37.0,183.87733741356675,199.0,7.39,61.5,MEDIUM,UNKNOWN,0
NIMONIC* PE16,93.0,wrought,ML_ONLY,SUCCESS,912.276059741582,,1234.22055688442,,16.95214109398509,,183.67898228365954,193.0,7.39,61.5,MEDIUM,UNKNOWN,0
NIMONIC* PE16,204.0,wrought,ML_ONLY,SUCCESS,912.276059741582,,1234.2205568844197,,16.95214109398509,,179.2710102921688,187.0,7.39,61.5,MEDIUM,UNKNOWN,0
NIMONIC* PE16,316.0,wrought,ML_ONLY,SUCCESS,911.4469447568181,,1232.5175787815174,,16.99577499034281,,173.58641274977526,180.0,7.39,61.5,MEDIUM,UNKNOWN,0
NIMONIC* PE16,427.0,wrought,ML_ONLY,SUCCESS,911.0420911599169,,1232.5175787815174,,16.99577499034281,,169.4021456496164,173.0,7.39,61.5,MEDIUM,UNKNOWN,0
NIMONIC* PE16,538.0,wrought,ML_ONLY,SUCCESS,893.9838636208547,485.0,1217.9067999729236,740.0,16.744130917209826,26.0,158.5491510858858,165.0,7.39,61.5,MEDIUM,UNKNOWN,0
NIMONIC* PE16,649.0,wrought,ML_ONLY,SUCCESS,892.9713605983118,485.0,1185.3389196691933,660.0,16.225989231882256,30.0,152.84207480293645,157.0,7.39,61.5,MEDIUM,UNKNOWN,0
NIMONIC* PE16,760.0,wrought,ML_ONLY,SUCCESS,854.7491346606748,370.0,1070.38842897336,510.0,17.38070540050135,42.0,148.82214238773372,147.0,7.39,61.5,MEDIUM,UNKNOWN,0
NIMONIC* PE16,871.0,wrought,ML_ONLY,SUCCESS,582.8293816372297,140.0,751.8371813796082,215.0,19.302483476519868,80.0,138.71280047980554,137.0,7.39,61.5,MEDIUM,UNKNOWN,0
NIMONIC* PE16,982.0,wrought,ML_ONLY,SUCCESS,360.37018589856496,50.0,500.3093784270924,90.0,24.454696637904533,,130.93327601445714,124.0,7.39,61.5,MEDIUM,UNKNOWN,0
AF2-1DA,20.0,cast,ML_ONLY,SUCCESS,1034.1945799685168,1000.0,1177.5176365742204,1600.0,11.059248289134302,7.0,179.13830811518787,,8.08,63.4,MEDIUM,UNKNOWN,0
Alloy 263 (C263),20.0,wrought,ML_ONLY,SUCCESS,522.0280866647593,580.0,880.0563357375304,1000.0,36.591258109102014,35.0,213.47436922074328,,8.3,1.9,MEDIUM,UNKNOWN,0
CM 247 LC,20.0,cast,ML_ONLY,SUCCESS,865.5181915743269,850.0,1012.5950869906442,1000.0,10.207238815160178,4.5,144.76270950559962,,8.2,54.1,MEDIUM,UNKNOWN,0
GTD-111,20.0,cast,ML_ONLY,SUCCESS,1023.7754650519639,980.0,1151.871317295684,1130.0,8.193486466935383,8.0,200.0598324859033,,7.96,61.7,MEDIUM,UNKNOWN,0
GTD-262,20.0,cast,ML_ONLY,SUCCESS,870.7129168361888,650.0,1089.8328130146447,900.0,15.815441801760242,8.0,206.75659641388296,,8.08,20.4,MEDIUM,UNKNOWN,0
GTD-444,20.0,cast,ML_ONLY,SUCCESS,990.083321143861,860.0,1136.7010534600581,1080.0,11.316112202874635,9.0,149.22658538417807,,8.21,76.7,MEDIUM,UNKNOWN,0
Haynes 233,20.0,wrought,ML_ONLY,SUCCESS,1007.5300950804926,778.0,1256.8589027836529,1187.0,17.20420732307364,27.0,200.58747258124401,,8.21,28.9,MEDIUM,UNKNOWN,0
Haynes 282,20.0,wrought,ML_ONLY,SUCCESS,674.1439635471481,760.0,1044.6174060183555,1150.0,24.337629326714566,27.0,209.39313136371732,,8.13,14.5,MEDIUM,UNKNOWN,0
Inconel 718Plus,20.0,wrought,ML_ONLY,SUCCESS,967.9058099163053,1170.0,1222.5726545628418,1480.0,17.108919289157058,20.0,202.28554165750742,,8.17,27.5,MEDIUM,UNKNOWN,0
Inconel X-750,20.0,wrought,ML_ONLY,SUCCESS,741.5312841818854,860.0,1070.234261595404,1240.0,22.58557040004385,20.0,199.4009032915747,,8.18,18.5,MEDIUM,UNKNOWN,0
MAR-M 002,20.0,cast,ML_ONLY,SUCCESS,896.8729434249876,825.0,1049.9717752634247,1035.0,7.8243138797661524,7.0,159.7792175160208,,8.22,57.9,MEDIUM,UNKNOWN,0
MERL 76,20.0,wrought,ML_ONLY,SUCCESS,872.72641203487,1030.0,1225.5094964921936,1550.0,14.828284229585542,25.0,211.7931147596109,,7.71,54.9,MEDIUM,UNKNOWN,0
Rene 100,20.0,cast,ML_ONLY,SUCCESS,869.1455523858903,1000.0,1105.8564814883885,1300.0,10.163648587693558,10.0,199.85430738406512,,7.4,72.9,MEDIUM,UNKNOWN,0
Rene 108,20.0,cast,ML_ONLY,SUCCESS,851.5051395298461,1000.0,1014.5230107386255,1200.0,10.15258825361785,11.0,142.99935106264775,,8.29,54.7,MEDIUM,UNKNOWN,0
Rene 95,20.0,wrought,ML_ONLY,SUCCESS,1123.5174297977223,1240.0,1343.4261298649265,1620.0,14.938558438656989,12.0,206.92759424090752,,7.96,52.7,MEDIUM,UNKNOWN,0
RR1000,20.0,wrought,ML_ONLY,SUCCESS,886.684759011204,1100.0,1244.031368709418,1400.0,15.615796560017518,15.0,211.38717539077942,,7.92,45.3,MEDIUM,UNKNOWN,0
Udimet 720,20.0,wrought,ML_ONLY,SUCCESS,846.7154325594298,1100.0,1231.2937099299863,1500.0,15.401107198433273,15.0,214.57980766281293,,7.82,48.4,MEDIUM,UNKNOWN,0
ATI Allegheny Ludlum Altemp® X-750 Nickel-Based superalloy,20.0,wrought,ML_ONLY,SUCCESS,723.9498772605045,,1041.8506711752618,,21.797870144360225,,198.98669611221675,214.0,8.05,18.3,MEDIUM,UNKNOWN,0
Haynes 214® alloy,20.0,wrought,ML_ONLY,SUCCESS,656.321407093495,605.0,936.5160218864157,995.0,29.06057347231789,37.3,196.11437478130193,218.0,7.7,26.9,MEDIUM,UNKNOWN,0
Haynes 214® alloy,100.0,wrought,ML_ONLY,SUCCESS,653.5361592907607,,936.2088929801657,,28.87848462038918,,194.79828438934246,210.0,7.7,26.9,MEDIUM,UNKNOWN,0
Haynes 214® alloy,200.0,wrought,ML_ONLY,SUCCESS,653.5361592907607,,935.5269612899734,,28.801616655924583,,193.07493433327235,204.0,7.7,26.9,MEDIUM,UNKNOWN,0
Haynes 214® alloy,300.0,wrought,ML_ONLY,SUCCESS,653.3358086947633,,932.4586795296393,,28.837325441517265,,187.56758713862553,199.0,7.7,26.9,MEDIUM,UNKNOWN,0
Haynes 214® alloy,400.0,wrought,ML_ONLY,SUCCESS,653.3358086947633,,932.4586795296393,,28.837325441517265,,181.88815970141013,190.0,7.7,26.9,MEDIUM,UNKNOWN,0
Haynes 214® alloy,500.0,wrought,ML_ONLY,SUCCESS,653.3358086947633,,932.4586795296393,,28.801678757053722,,170.28657991081087,184.0,7.7,26.9,MEDIUM,UNKNOWN,0
Haynes 214® alloy,540.0,wrought,ML_ONLY,SUCCESS,637.1874322299195,545.0,882.4342044319831,865.0,28.449651817661632,,164.7892501988968,,7.7,26.9,MEDIUM,UNKNOWN,0
