alloy,temperature,processing,method,status,pred_ys,actual_ys,pred_uts,actual_uts,pred_el,actual_el,pred_em,actual_em,pred_density,pred_gamma_prime,confidence_level,tcp_risk,corrections_applied,eval_time_sec
IN-738,649.0,cast,ML_DETERMINISTIC,SUCCESS,887.8031227723347,815.0,1097.0777578912232,1085.0,7.615999130259745,7.0,169.85060408098997,168.0,7.86,52.0,MEDIUM,Elevated,0,0.1
IN-738,760.0,cast,ML_DETERMINISTIC,SUCCESS,872.0937222972807,795.0,1056.3188884697615,965.0,7.8214734298150725,6.5,163.51700867390923,160.0,7.86,52.0,MEDIUM,Elevated,0,0.1
IN-738,871.0,cast,ML_DETERMINISTIC,SUCCESS,580.3152116216929,550.0,730.9637614813229,770.0,10.141623785581128,11.0,152.39543570556506,151.0,7.86,52.0,MEDIUM,Elevated,0,0.1
IN-738,982.0,cast,ML_DETERMINISTIC,SUCCESS,349.53033496102273,345.0,458.2144737822035,455.0,17.29529987472625,13.0,143.90376062006632,140.0,7.86,52.0,MEDIUM,Elevated,0,0.1
NIMOCAST* 263,21.0,cast,ML_DETERMINISTIC,SUCCESS,530.8829923273279,510.0,666.5,730.0,30.71138768461939,18.0,210.0562626622022,,8.29,2.7,MEDIUM,Low,0,0.1
IN-731,21.0,cast,ML_DETERMINISTIC,SUCCESS,867.6229029888736,725.0,1076.521263457993,835.0,9.500478043612594,6.5,188.4290068015208,,7.44,71.6,MEDIUM,Elevated,0,0.1
IN-731,649.0,cast,ML_DETERMINISTIC,SUCCESS,865.4442980176116,745.0,1065.9966246616186,895.0,8.289457743123101,5.0,160.04825164970856,,7.44,71.6,MEDIUM,Elevated,0,0.1
IN-731,760.0,cast,ML_DETERMINISTIC,SUCCESS,857.2121654880242,770.0,1037.8430918763904,915.0,8.121108220137307,4.5,156.12337006282144,,7.44,71.6,MEDIUM,Elevated,0,0.1
IN-731,871.0,cast,ML_DETERMINISTIC,SUCCESS,631.6252103973366,585.0,775.7490174798453,750.0,8.709077285069867,3.5,150.96016276777993,,7.44,71.6,MEDIUM,Elevated,0,0.1
IN-731,982.0,cast,ML_DETERMINISTIC,SUCCESS,398.31839892190135,360.0,521.4401579318112,525.0,11.13284223281289,6.5,143.27235801547278,,7.44,71.6,MEDIUM,Elevated,0,0.1
IN-731,1093.0,cast,ML_DETERMINISTIC,SUCCESS,398.31839892190135,170.0,521.4401579318112,275.0,11.185093590202058,7.5,141.87324314745155,,7.44,71.6,MEDIUM,Elevated,0,0.1
WASPALOY*,21.0,wrought,ML_DETERMINISTIC,SUCCESS,813.4771953964903,795.0,1217.3187809377237,1275.0,20.313848822171387,25.0,213.25656506275422,213.0,8.07,19.1,MEDIUM,Low,0,0.1
WASPALOY*,93.0,wrought,ML_DETERMINISTIC,SUCCESS,806.1230999375059,,1216.8114567189737,,20.19256242995947,,211.4523429224238,210.0,8.07,19.1,MEDIUM,Low,0,0.1
WASPALOY*,204.0,wrought,ML_DETERMINISTIC,SUCCESS,805.7013651851848,,1215.508910748676,,20.185935736610173,,206.8938955590417,204.0,8.07,19.1,MEDIUM,Low,0,0.1
WASPALOY*,316.0,wrought,ML_DETERMINISTIC,SUCCESS,804.493752457234,,1213.8764611227155,,20.20769678126416,,200.63476626447908,197.0,8.07,19.1,MEDIUM,Low,0,0.2
WASPALOY*,427.0,wrought,ML_DETERMINISTIC,SUCCESS,804.4937524572338,,1213.8764611227152,,20.207696781264165,,194.54068579736537,191.0,8.07,19.1,MEDIUM,Low,0,0.1
WASPALOY*,538.0,wrought,ML_DETERMINISTIC,SUCCESS,775.8979577794996,725.0,1188.5203820211527,1170.0,19.871764449084054,23.0,183.87032744710152,184.0,8.07,19.1,MEDIUM,Low,0,0.1
WASPALOY*,649.0,wrought,ML_DETERMINISTIC,SUCCESS,767.205544420111,690.0,1135.8922819903555,1115.0,17.768789324680224,34.0,175.63969338879622,177.0,8.07,19.1,MEDIUM,Low,0,0.1
WASPALOY*,760.0,wrought,ML_DETERMINISTIC,SUCCESS,737.8980044613604,675.0,980.739431276986,795.0,18.119376842525007,28.0,168.41895024962253,168.0,8.07,19.1,MEDIUM,Low,0,0.1
WASPALOY*,871.0,wrought,ML_DETERMINISTIC,SUCCESS,476.15542414901404,520.0,520.518073771889,525.0,20.833597199052534,35.0,154.6588345372409,158.0,8.07,19.1,MEDIUM,Low,0,0.1
WASPALOY*,982.0,wrought,ML_DETERMINISTIC,SUCCESS,302.6410553444382,140.0,332.2701332539501,195.0,27.07315450574987,,145.136322969111,146.0,8.07,19.1,MEDIUM,Low,0,0.1
NIMONIC* 901,21.0,wrought,ML_DETERMINISTIC,SUCCESS,843.0870531093308,896.0,1117.0667877137573,1207.0,18.68456307658741,15.0,196.4154682457681,206.0,8.0,23.5,MEDIUM,Low,0,0.1
NIMONIC* 901,538.0,wrought,ML_DETERMINISTIC,SUCCESS,806.0484887245427,792.0,1085.1521811965845,1035.0,18.577097612812246,15.0,168.7015929117892,,8.0,23.5,MEDIUM,Low,0,0.1
NIMONIC* 901,649.0,wrought,ML_DETERMINISTIC,SUCCESS,800.2345027303625,792.0,1031.992842246788,966.0,16.792002031527847,15.0,161.10252020073034,,8.0,23.5,MEDIUM,Low,0,0.1
NIMONIC* 901,760.0,wrought,ML_DETERMINISTIC,SUCCESS,755.5009788736946,689.0,892.2847823201497,828.0,17.822330273859922,15.0,156.04863195204916,,8.0,23.5,MEDIUM,Low,0,0.1
NIMONIC* 901,871.0,wrought,ML_DETERMINISTIC,SUCCESS,539.4751203527499,345.0,566.4,483.0,20.32272458418141,30.0,143.3422390657218,,8.0,23.5,MEDIUM,Low,0,0.1
NIMONIC* 90,21.0,wrought,ML_DETERMINISTIC,SUCCESS,621.3482456529101,810.0,942.0939529819952,1235.0,24.541827701728312,33.0,207.88093505938713,226.0,7.98,14.6,MEDIUM,Low,0,0.1
NIMONIC* 90,93.0,wrought,ML_DETERMINISTIC,SUCCESS,618.0243625962694,,941.7868240757455,,24.318364643256633,,206.4851905309646,219.0,7.98,14.6,MEDIUM,Low,0,0.1
NIMONIC* 90,204.0,wrought,ML_DETERMINISTIC,SUCCESS,617.4424406656716,,940.5905062919568,,24.242945356371433,,201.25877774746994,213.0,7.98,14.6,MEDIUM,Low,0,0.1
NIMONIC* 90,316.0,wrought,ML_DETERMINISTIC,SUCCESS,617.2129072147602,,937.525408457282,,24.279722260436706,,195.5258454966237,206.0,7.98,14.6,MEDIUM,Low,0,0.1
NIMONIC* 90,427.0,wrought,ML_DETERMINISTIC,SUCCESS,617.2129072147602,,937.525408457282,,24.279722260436706,,190.60323818221,199.0,7.98,14.6,MEDIUM,Low,0,0.1
NIMONIC* 90,538.0,wrought,ML_DETERMINISTIC,SUCCESS,581.1070722538227,725.0,898.3148676857976,1075.0,23.955867087001103,28.0,177.7647411720688,190.0,7.98,14.6,MEDIUM,Low,0,0.1
NIMONIC* 90,649.0,wrought,ML_DETERMINISTIC,SUCCESS,572.7849537992911,685.0,850.756435419755,940.0,22.312902046026466,14.0,169.33875407630973,181.0,7.98,14.6,MEDIUM,Low,0,0.1
NIMONIC* 90,760.0,wrought,ML_DETERMINISTIC,SUCCESS,536.4663124622209,540.0,739.4265780095886,655.0,22.580584512486126,12.0,162.58312942512288,170.0,7.98,14.6,MEDIUM,Low,0,0.1
NIMONIC* 90,871.0,wrought,ML_DETERMINISTIC,SUCCESS,340.27509942081576,260.0,415.0997036066,330.0,24.56795651907676,23.0,150.8024720463988,158.0,7.98,14.6,MEDIUM,Low,0,0.1
NIMONIC* 90,982.0,wrought,ML_DETERMINISTIC,SUCCESS,204.90336509641966,62.0,276.5269790865692,76.0,28.907928923272614,70.0,140.45587588619233,144.0,7.98,14.6,MEDIUM,Low,0,0.1
RGT* 13,21.0,wrought,ML_DETERMINISTIC,SUCCESS,709.9934511881565,780.0,1136.0,1230.0,21.860681246778014,30.0,213.41937019361754,,8.03,16.7,MEDIUM,Low,0,0.1
RGT* 13,538.0,wrought,ML_DETERMINISTIC,SUCCESS,666.1309980214685,745.0,1065.8,1105.0,21.619705464884316,29.0,182.41106734609514,,8.03,16.7,MEDIUM,Low,0,0.1
RGT* 13,649.0,wrought,ML_DETERMINISTIC,SUCCESS,663.3888835187238,725.0,1061.4,1005.0,20.10197773722888,26.0,174.35603860527982,,8.03,16.7,MEDIUM,Low,0,0.1
RGT* 13,760.0,wrought,ML_DETERMINISTIC,SUCCESS,633.4682085411893,600.0,925.8583224176552,775.0,19.958919386403885,18.0,166.7569015199296,,8.03,16.7,MEDIUM,Low,0,0.1
RGT* 13,871.0,wrought,ML_DETERMINISTIC,SUCCESS,395.84292334743736,-435.0,485.35529939789876,565.0,22.729668692852137,17.0,152.96194921349198,,8.03,16.7,MEDIUM,Low,0,0.1
UDIMET* 520,21.0,wrought,ML_DETERMINISTIC,SUCCESS,817.8670502098564,860.0,1200.1569094227157,1310.0,21.234304005559483,21.0,208.87805674339046,,7.94,27.5,MEDIUM,Low,0,0.1
UDIMET* 520,538.0,wrought,ML_DETERMINISTIC,SUCCESS,771.0843165364606,830.0,1167.605120069602,1240.0,20.611534350175496,20.0,177.22566036268753,,7.94,27.5,MEDIUM,Low,0,0.1
UDIMET* 520,649.0,wrought,ML_DETERMINISTIC,SUCCESS,765.9731238572036,795.0,1121.8840597704352,1175.0,19.481399859413425,17.0,169.15739983933872,,7.94,27.5,MEDIUM,Low,0,0.1
UDIMET* 520,760.0,wrought,ML_DETERMINISTIC,SUCCESS,747.1479764387366,725.0,975.34868309483,725.0,20.84071778368338,15.0,161.94158052928475,,7.94,27.5,MEDIUM,Low,0,0.1
UDIMET* 520,871.0,wrought,ML_DETERMINISTIC,SUCCESS,486.11996929306605,520.0,545.2976349085878,515.0,23.312024182075856,20.0,149.97943524627811,,7.94,27.5,MEDIUM,Low,0,0.1
UDIMET* 520,982.0,wrought,ML_DETERMINISTIC,SUCCESS,293.56410711719786,310.0,350.2611118906511,310.0,29.25950963022484,,140.6786178936476,,7.94,27.5,MEDIUM,Low,0,0.1
D-979,21.0,wrought,ML_DETERMINISTIC,SUCCESS,1025.1661115012434,1005.0,1289.61803244681,1410.0,15.924845033752694,15.0,198.90124499426378,207.0,8.05,29.4,MEDIUM,Low,0,0.1
D-979,93.0,wrought,ML_DETERMINISTIC,SUCCESS,1024.1619611106184,,1289.5331325444663,,15.939487749206796,,197.35811271700504,206.0,8.05,29.4,MEDIUM,Low,0,0.1
D-979,204.0,wrought,ML_DETERMINISTIC,SUCCESS,1024.086252564186,,1288.8512008542739,,15.953987907055208,,192.4323939622938,202.0,8.05,29.4,MEDIUM,Low,0,0.1
D-979,316.0,wrought,ML_DETERMINISTIC,SUCCESS,1022.9360639736021,,1287.2572374594135,,15.933463576385574,,185.85773159574046,197.0,8.05,29.4,MEDIUM,Low,0,0.1
D-979,427.0,wrought,ML_DETERMINISTIC,SUCCESS,1022.9360639736019,,1287.2572374594135,,15.933463576385574,,180.7260523118608,190.0,8.05,29.4,MEDIUM,Low,0,0.2
D-979,538.0,wrought,ML_DETERMINISTIC,SUCCESS,989.8209516689144,925.0,1264.8291979086323,1295.0,15.624927712569487,15.0,170.41521044203677,178.0,8.05,29.4,MEDIUM,Low,0,0.1
D-979,649.0,wrought,ML_DETERMINISTIC,SUCCESS,983.4593306889699,890.0,1221.0645451523874,1105.0,14.166121830835586,21.0,162.1848104355263,167.0,8.05,29.4,MEDIUM,Low,0,0.1
D-979,760.0,wrought,ML_DETERMINISTIC,SUCCESS,933.0107514963871,655.0,1048.8702225876762,720.0,14.9678039384514,17.0,155.89706156777692,156.0,8.05,29.4,MEDIUM,Low,0,0.1
D-979,871.0,wrought,ML_DETERMINISTIC,SUCCESS,613.8290829284352,305.0,644.5,345.0,17.782933052589442,18.0,142.65090976869192,146.0,8.05,29.4,MEDIUM,Low,0,0.1
NIMONIC* 81,21.0,wrought,ML_DETERMINISTIC,SUCCESS,566.9600343418099,600.0,896.7383447307839,1050.0,29.779494756255744,36.0,197.8410201065259,196.0,7.95,5.5,MEDIUM,Low,0,0.1
NIMONIC* 81,93.0,wrought,ML_DETERMINISTIC,SUCCESS,559.0887880039193,,894.5,,29.639119618926642,,197.03644536729269,194.0,7.95,5.5,MEDIUM,Low,0,0.1
NIMONIC* 81,204.0,wrought,ML_DETERMINISTIC,SUCCESS,558.5068660733214,,893.6,,29.639119618926642,,191.9229529172602,188.0,7.95,5.5,MEDIUM,Low,0,0.1
NIMONIC* 81,316.0,wrought,ML_DETERMINISTIC,SUCCESS,558.0577873575905,,889.0241496537294,,29.639119618926642,,185.1580201117808,181.0,7.95,5.5,MEDIUM,Low,0,0.1
NIMONIC* 81,427.0,wrought,ML_DETERMINISTIC,SUCCESS,558.0577873575905,,889.0241496537294,,29.639119618926642,,180.54655553774603,175.0,7.95,5.5,MEDIUM,Low,0,0.1
NIMONIC* 81,538.0,wrought,ML_DETERMINISTIC,SUCCESS,517.0096577855106,505.0,827.2,855.0,29.319368833099006,36.0,169.64194420014118,167.0,7.95,5.5,MEDIUM,Low,0,0.1
NIMONIC* 81,649.0,wrought,ML_DETERMINISTIC,SUCCESS,509.5616152468408,495.0,788.1407924540682,820.0,28.001515444968653,28.0,163.09517052580975,159.0,7.95,5.5,MEDIUM,Low,0,0.1
NIMONIC* 81,760.0,wrought,ML_DETERMINISTIC,SUCCESS,482.44370849639773,450.0,668.4244553053047,690.0,29.495836173711705,24.0,156.0609154402359,152.0,7.95,5.5,MEDIUM,Low,0,0.1
NIMONIC* 81,871.0,wrought,ML_DETERMINISTIC,SUCCESS,327.60967433921167,,369.6911962952339,310.0,30.597803473115718,,144.5683892230958,138.0,7.95,5.5,MEDIUM,Low,0,0.1
NIMONIC* 81,982.0,wrought,ML_DETERMINISTIC,SUCCESS,199.09083980837377,,256.22261897576107,105.0,33.56097176625615,,134.5161503068245,126.0,7.95,5.5,MEDIUM,Low,0,0.1
ASTROLOY,21.0,wrought,ML_DETERMINISTIC,SUCCESS,869.3569681304949,1050.0,1173.6,1415.0,18.014883370312234,16.0,214.01910279092382,,7.69,47.6,MEDIUM,Elevated,0,0.1
ASTROLOY,538.0,wrought,ML_DETERMINISTIC,SUCCESS,837.7200644264938,965.0,1130.9,1240.0,17.928943569288727,16.0,182.62345519551204,,7.69,47.6,MEDIUM,Elevated,0,0.1
ASTROLOY,649.0,wrought,ML_DETERMINISTIC,SUCCESS,831.8908302301992,965.0,1123.1,1310.0,17.62917988978433,18.0,174.156936951732,,7.69,47.6,MEDIUM,Elevated,0,0.1
ASTROLOY,760.0,wrought,ML_DETERMINISTIC,SUCCESS,811.9025553825195,910.0,1056.7382399380053,1160.0,18.63496587131765,21.0,168.4998268215437,,7.69,47.6,MEDIUM,Elevated,0,0.1
ASTROLOY,871.0,wrought,ML_DETERMINISTIC,SUCCESS,552.3487390592942,690.0,680.815549438152,775.0,21.344437239533008,25.0,155.79317906128384,,7.69,47.6,MEDIUM,Elevated,0,0.1
ASTROLOY,982.0,wrought,ML_DETERMINISTIC,SUCCESS,324.82342331100983,275.0,399.1919629407421,415.0,25.0,30.0,147.3640862211723,,7.69,47.6,MEDIUM,Elevated,0,0.1
NIMONIC* PE16,21.0,wrought,ML_DETERMINISTIC,SUCCESS,913.6810280033008,530.0,1233.5,885.0,16.95112256981517,37.0,183.87733741356675,199.0,7.39,61.5,MEDIUM,Critical,0,0.1
NIMONIC* PE16,93.0,wrought,ML_DETERMINISTIC,SUCCESS,912.2760597415818,,1231.6,,16.95214109398509,,183.67898228365954,193.0,7.39,61.5,MEDIUM,Critical,0,0.1
NIMONIC* PE16,204.0,wrought,ML_DETERMINISTIC,SUCCESS,912.276059741582,,1231.6,,16.95214109398509,,179.2710102921688,187.0,7.39,61.5,MEDIUM,Critical,0,0.1
NIMONIC* PE16,316.0,wrought,ML_DETERMINISTIC,SUCCESS,911.4469447568182,,1230.5,,16.99577499034281,,173.58641274977526,180.0,7.39,61.5,MEDIUM,Critical,0,0.1
NIMONIC* PE16,427.0,wrought,ML_DETERMINISTIC,SUCCESS,911.0420911599169,,1229.9,,16.99577499034281,,169.4021456496164,173.0,7.39,61.5,MEDIUM,Critical,0,0.1
NIMONIC* PE16,538.0,wrought,ML_DETERMINISTIC,SUCCESS,893.9838636208544,485.0,1206.9,740.0,16.74413091720983,26.0,158.5491510858858,165.0,7.39,61.5,MEDIUM,Critical,0,0.1
NIMONIC* PE16,649.0,wrought,ML_DETERMINISTIC,SUCCESS,892.9713605983118,485.0,1185.3389196691933,660.0,16.225989231882256,30.0,152.84207480293645,157.0,7.39,61.5,MEDIUM,Critical,0,0.1
NIMONIC* PE16,760.0,wrought,ML_DETERMINISTIC,SUCCESS,854.7491346606748,370.0,1070.38842897336,510.0,17.38070540050135,42.0,148.82214238773372,147.0,7.39,61.5,MEDIUM,Critical,0,0.1
NIMONIC* PE16,871.0,wrought,ML_DETERMINISTIC,SUCCESS,582.8293816372297,140.0,751.8371813796081,215.0,18.0,80.0,138.71280047980554,137.0,7.39,61.5,MEDIUM,Critical,0,0.1
NIMONIC* PE16,982.0,wrought,ML_DETERMINISTIC,SUCCESS,360.37018589856496,50.0,486.5,90.0,18.0,,130.93327601445716,124.0,7.39,61.5,MEDIUM,Critical,0,0.1
AF2-1DA,20.0,cast,ML_DETERMINISTIC,SUCCESS,1034.1945799685168,1000.0,1177.5176365742204,1600.0,11.059248289134302,7.0,179.13830811518784,,8.08,63.4,MEDIUM,Critical,0,0.1
Alloy 263 (C263),20.0,wrought,ML_DETERMINISTIC,SUCCESS,522.0280866647594,580.0,835.2,1000.0,36.591258109102014,35.0,213.47436922074328,,8.3,1.9,MEDIUM,Low,0,0.1
CM 247 LC,20.0,cast,ML_DETERMINISTIC,SUCCESS,865.5181915743269,850.0,1012.5950869906442,1000.0,10.207238815160178,4.5,189.5,,8.2,54.1,MEDIUM,Elevated,0,0.1
GTD-111,20.0,cast,ML_DETERMINISTIC,SUCCESS,1023.7754650519639,980.0,1151.871317295684,1130.0,8.193486466935383,8.0,200.0598324859033,,7.96,61.7,MEDIUM,Critical,0,0.1
GTD-262,20.0,cast,ML_DETERMINISTIC,SUCCESS,870.7129168361888,650.0,1089.8328130146447,900.0,15.815441801760242,8.0,206.75659641388296,,8.08,20.4,MEDIUM,Moderate,0,0.1
GTD-444,20.0,cast,ML_DETERMINISTIC,SUCCESS,990.083321143861,860.0,1136.7010534600581,1080.0,11.316112202874635,9.0,194.1,,8.21,76.7,MEDIUM,Critical,0,0.1
Haynes 233,20.0,wrought,ML_DETERMINISTIC,SUCCESS,1007.5300950804926,778.0,1256.8589027836529,1187.0,17.204207323073643,27.0,200.587472581244,,8.21,28.9,MEDIUM,Elevated,0,0.1
Haynes 282,20.0,wrought,ML_DETERMINISTIC,SUCCESS,674.1439635471481,760.0,1044.6174060183555,1150.0,24.337629326714563,27.0,209.3931313637173,,8.13,14.5,MEDIUM,Low,0,0.1
Inconel 718Plus,20.0,wrought,ML_DETERMINISTIC,SUCCESS,967.9058099163052,1170.0,1222.5726545628418,1480.0,17.108919289157058,20.0,202.28554165750742,,8.17,27.5,MEDIUM,Low,0,0.1
Inconel X-750,20.0,wrought,ML_DETERMINISTIC,SUCCESS,741.5312841818854,860.0,1070.234261595404,1240.0,22.585570400043846,20.0,199.4009032915747,,8.18,18.5,MEDIUM,Low,0,0.1
MAR-M 002,20.0,cast,ML_DETERMINISTIC,SUCCESS,896.8729434249876,825.0,1049.9717752634247,1035.0,7.8243138797661524,7.0,159.7792175160208,,8.22,57.9,MEDIUM,Critical,0,0.1
MERL 76,20.0,wrought,ML_DETERMINISTIC,SUCCESS,872.72641203487,1030.0,1178.2,1550.0,14.828284229585542,25.0,211.7931147596109,,7.71,54.9,MEDIUM,Elevated,0,0.1
Rene 100,20.0,cast,ML_DETERMINISTIC,SUCCESS,869.1455523858903,1000.0,1105.8564814883885,1300.0,10.163648587693558,10.0,199.85430738406512,,7.4,72.9,MEDIUM,Critical,0,0.1
Rene 108,20.0,cast,ML_DETERMINISTIC,SUCCESS,851.5051395298461,1000.0,1014.5230107386255,1200.0,10.15258825361785,11.0,190.9,,8.29,54.7,MEDIUM,Critical,0,0.1
Rene 95,20.0,wrought,ML_DETERMINISTIC,SUCCESS,1123.5174297977223,1240.0,1343.4261298649265,1620.0,14.938558438656989,12.0,206.92759424090752,,7.96,52.7,MEDIUM,Elevated,0,0.1
RR1000,20.0,wrought,ML_DETERMINISTIC,SUCCESS,886.684759011204,1100.0,1197.0,1400.0,15.615796560017518,15.0,211.38717539077945,,7.92,45.3,MEDIUM,Elevated,0,0.1
Udimet 720,20.0,wrought,ML_DETERMINISTIC,SUCCESS,846.7154325594298,1100.0,1143.1,1500.0,15.401107198433275,15.0,214.57980766281293,,7.82,48.4,MEDIUM,Elevated,0,0.1
ATI Allegheny Ludlum Altemp® X-750 Nickel-Based superalloy,20.0,wrought,ML_DETERMINISTIC,SUCCESS,723.9498772605045,,1041.8506711752618,,21.797870144360225,,198.98669611221675,214.0,8.05,18.3,MEDIUM,Low,0,0.1
Haynes 214® alloy,20.0,wrought,ML_DETERMINISTIC,SUCCESS,656.321407093495,605.0,936.5160218864157,995.0,29.06057347231789,37.3,196.1143747813019,218.0,7.7,26.9,MEDIUM,Low,0,0.1
Haynes 214® alloy,100.0,wrought,ML_DETERMINISTIC,SUCCESS,653.5361592907607,,936.2088929801657,,28.87848462038918,,194.79828438934246,210.0,7.7,26.9,MEDIUM,Low,0,0.1
