alloy,temperature,processing,method,status,pred_ys,actual_ys,pred_uts,actual_uts,pred_el,actual_el,pred_em,actual_em,pred_density,pred_gamma_prime,confidence_level,tcp_risk,corrections_applied,eval_time_sec
IN-738,538.0,cast,LLM_ONLY,SUCCESS,850,,1050,,25,,180,175.0,,,LOW,N/A,0,1.6
IN-738,649.0,cast,LLM_ONLY,SUCCESS,920,815.0,1050,1085.0,12,7.0,190000,168.0,,,LOW,N/A,0,1.5
IN-738,760.0,cast,LLM_ONLY,SUCCESS,850,795.0,1050,965.0,12,6.5,180,160.0,,,LOW,N/A,0,1.4
IN-738,871.0,cast,LLM_ONLY,SUCCESS,800,550.0,1050,770.0,25,11.0,170,151.0,,,LOW,N/A,0,1.7
IN-738,982.0,cast,LLM_ONLY,SUCCESS,250,345.0,550,455.0,20,13.0,150,140.0,,,LOW,N/A,0,1.9
NIMOCAST* 263,21.0,cast,LLM_ONLY,SUCCESS,900,510.0,1200,730.0,20,18.0,220000,,,,LOW,N/A,0,1.2
IN-731,21.0,cast,LLM_ONLY,SUCCESS,900,725.0,1200,835.0,20,6.5,220000,,,,LOW,N/A,0,1.0
IN-731,649.0,cast,LLM_ONLY,SUCCESS,850,745.0,1050,895.0,25,5.0,180,,,,LOW,N/A,0,1.4
IN-731,760.0,cast,LLM_ONLY,SUCCESS,850,770.0,1050,915.0,12,4.5,180,,,,LOW,N/A,0,1.4
IN-731,871.0,cast,LLM_ONLY,SUCCESS,240,585.0,420,750.0,25,3.5,180,,,,LOW,N/A,0,1.4
IN-731,982.0,cast,LLM_ONLY,SUCCESS,220,360.0,420,525.0,25,6.5,140,,,,LOW,N/A,0,1.3
IN-731,1093.0,cast,LLM_ONLY,SUCCESS,120,170.0,180,275.0,10,7.5,150,,,,LOW,N/A,0,1.4
WASPALOY*,21.0,wrought,LLM_ONLY,SUCCESS,965,795.0,1275,1275.0,22,25.0,214000,213.0,,,LOW,N/A,0,1.5
WASPALOY*,93.0,wrought,LLM_ONLY,SUCCESS,900,,1200,,20,,220000,210.0,,,LOW,N/A,0,1.5
WASPALOY*,204.0,wrought,LLM_ONLY,SUCCESS,920,,1250,,25,,214000,204.0,,,LOW,N/A,0,1.3
WASPALOY*,316.0,wrought,LLM_ONLY,SUCCESS,920,,1050,,25,,207,197.0,,,LOW,N/A,0,1.5
WASPALOY*,427.0,wrought,LLM_ONLY,SUCCESS,850,,1050,,20,,190000,191.0,,,LOW,N/A,0,1.7
WASPALOY*,538.0,wrought,LLM_ONLY,SUCCESS,850,725.0,1050,1170.0,20,23.0,210000,184.0,,,LOW,N/A,0,1.5
WASPALOY*,649.0,wrought,LLM_ONLY,SUCCESS,850,690.0,1050,1115.0,25,34.0,210000,177.0,,,LOW,N/A,0,1.4
WASPALOY*,760.0,wrought,LLM_ONLY,SUCCESS,550,675.0,900,795.0,25,28.0,170,168.0,,,LOW,N/A,0,1.9
WASPALOY*,871.0,wrought,LLM_ONLY,SUCCESS,450,520.0,700,525.0,25,35.0,180,158.0,,,LOW,N/A,0,2.2
WASPALOY*,982.0,wrought,LLM_ONLY,SUCCESS,450,140.0,700,195.0,20,,180,146.0,,,LOW,N/A,0,1.2
NIMONIC* 901,21.0,wrought,LLM_ONLY,SUCCESS,550,896.0,900,1207.0,25,15.0,200000,206.0,,,LOW,N/A,0,2.6
NIMONIC* 901,538.0,wrought,LLM_ONLY,SUCCESS,450,792.0,700,1035.0,25,15.0,190000,,,,LOW,N/A,0,1.6
NIMONIC* 901,649.0,wrought,LLM_ONLY,SUCCESS,450,792.0,700,966.0,25,15.0,180,,,,LOW,N/A,0,1.9
NIMONIC* 901,760.0,wrought,LLM_ONLY,SUCCESS,450,689.0,700,828.0,25,15.0,180,,,,LOW,N/A,0,2.5
NIMONIC* 901,871.0,wrought,LLM_ONLY,SUCCESS,220,345.0,380,483.0,25,30.0,180,,,,LOW,N/A,0,1.2
NIMONIC* 90,21.0,wrought,LLM_ONLY,SUCCESS,965,810.0,1275,1235.0,25,33.0,214,226.0,,,LOW,N/A,0,1.1
NIMONIC* 90,93.0,wrought,LLM_ONLY,SUCCESS,1050,,1250,,20,,220000,219.0,,,LOW,N/A,0,1.2
NIMONIC* 90,204.0,wrought,LLM_ONLY,SUCCESS,950,,1200,,20,,220000,213.0,,,LOW,N/A,0,1.1
NIMONIC* 90,316.0,wrought,LLM_ONLY,SUCCESS,850,,1050,,18,,190000,206.0,,,LOW,N/A,0,2.2
NIMONIC* 90,427.0,wrought,LLM_ONLY,SUCCESS,850,,1050,,20,,190000,199.0,,,LOW,N/A,0,1.8
NIMONIC* 90,538.0,wrought,LLM_ONLY,SUCCESS,920,725.0,1050,1075.0,25,28.0,210000,190.0,,,LOW,N/A,0,1.0
NIMONIC* 90,649.0,wrought,LLM_ONLY,SUCCESS,830,685.0,1050,940.0,25,14.0,190,181.0,,,LOW,N/A,0,1.5
NIMONIC* 90,760.0,wrought,LLM_ONLY,SUCCESS,800,540.0,1050,655.0,20,12.0,180,170.0,,,LOW,N/A,0,1.5
NIMONIC* 90,871.0,wrought,LLM_ONLY,SUCCESS,450,260.0,700,330.0,20,23.0,140,158.0,,,LOW,N/A,0,1.0
NIMONIC* 90,982.0,wrought,LLM_ONLY,SUCCESS,250,62.0,550,76.0,20,70.0,150,144.0,,,LOW,N/A,0,1.9
RGT* 13,21.0,wrought,LLM_ONLY,SUCCESS,1050,780.0,1250,1230.0,20,30.0,214000,,,,LOW,N/A,0,1.6
RGT* 13,538.0,wrought,LLM_ONLY,SUCCESS,850,745.0,1050,1105.0,25,29.0,210,,,,LOW,N/A,0,0.9
RGT* 13,649.0,wrought,LLM_ONLY,SUCCESS,800,725.0,1050,1005.0,20,26.0,180,,,,LOW,N/A,0,1.6
RGT* 13,760.0,wrought,LLM_ONLY,SUCCESS,850,600.0,1050,775.0,20,18.0,210000,,,,LOW,N/A,0,0.9
RGT* 13,871.0,wrought,LLM_ONLY,SUCCESS,550,-435.0,900,565.0,20,17.0,190000,,,,LOW,N/A,0,0.8
UDIMET* 520,21.0,wrought,LLM_ONLY,SUCCESS,1050,860.0,1300,1310.0,25,21.0,220,,,,LOW,N/A,0,1.1
UDIMET* 520,538.0,wrought,LLM_ONLY,SUCCESS,850,830.0,1050,1240.0,25,20.0,210000,,,,LOW,N/A,0,1.2
UDIMET* 520,649.0,wrought,LLM_ONLY,SUCCESS,850,795.0,1050,1175.0,25,17.0,190,,,,LOW,N/A,0,1.0
UDIMET* 520,760.0,wrought,LLM_ONLY,SUCCESS,850,725.0,1050,725.0,20,15.0,180,,,,LOW,N/A,0,1.1
UDIMET* 520,871.0,wrought,LLM_ONLY,SUCCESS,450,520.0,700,515.0,25,20.0,180,,,,LOW,N/A,0,1.2
UDIMET* 520,982.0,wrought,LLM_ONLY,SUCCESS,220,310.0,420,310.0,25,,140,,,,LOW,N/A,0,1.4
D-979,21.0,wrought,LLM_ONLY,SUCCESS,1050,1005.0,1300,1410.0,20,15.0,200,207.0,,,LOW,N/A,0,2.5
D-979,93.0,wrought,LLM_ONLY,SUCCESS,850,,1200,,20,,220000,206.0,,,LOW,N/A,0,1.3
D-979,204.0,wrought,LLM_ONLY,SUCCESS,850,,1200,,25,,200000,202.0,,,LOW,N/A,0,1.6
D-979,316.0,wrought,LLM_ONLY,SUCCESS,550,,900,,20,,200000,197.0,,,LOW,N/A,0,2.1
D-979,427.0,wrought,LLM_ONLY,SUCCESS,550,,900,,20,,190000,190.0,,,LOW,N/A,0,1.3
D-979,538.0,wrought,LLM_ONLY,SUCCESS,550,925.0,750,1295.0,25,15.0,180,178.0,,,LOW,N/A,0,1.1
D-979,649.0,wrought,LLM_ONLY,SUCCESS,250,890.0,550,1105.0,25,21.0,180,167.0,,,LOW,N/A,0,1.8
D-979,760.0,wrought,LLM_ONLY,SUCCESS,450,655.0,700,720.0,25,17.0,180,156.0,,,LOW,N/A,0,1.6
D-979,871.0,wrought,LLM_ONLY,SUCCESS,220,305.0,380,345.0,25,18.0,140,146.0,,,LOW,N/A,0,1.6
NIMONIC* 81,21.0,wrought,LLM_ONLY,SUCCESS,900,600.0,1200,1050.0,25,36.0,207,196.0,,,LOW,N/A,0,0.9
NIMONIC* 81,93.0,wrought,LLM_ONLY,SUCCESS,280,,650,,35,,210,194.0,,,LOW,N/A,0,1.4
NIMONIC* 81,204.0,wrought,LLM_ONLY,SUCCESS,850,,1200,,25,,207,188.0,,,LOW,N/A,0,1.4
NIMONIC* 81,316.0,wrought,LLM_ONLY,SUCCESS,850,,1200,,25,,220000,181.0,,,LOW,N/A,0,1.2
NIMONIC* 81,427.0,wrought,LLM_ONLY,SUCCESS,550,,900,,25,,180000,175.0,,,LOW,N/A,0,2.8
NIMONIC* 81,538.0,wrought,LLM_ONLY,SUCCESS,850,505.0,1050,855.0,25,36.0,180,167.0,,,LOW,N/A,0,1.0
NIMONIC* 81,649.0,wrought,LLM_ONLY,SUCCESS,240,495.0,520,820.0,25,28.0,170,159.0,,,LOW,N/A,0,2.5
NIMONIC* 81,760.0,wrought,LLM_ONLY,SUCCESS,550,450.0,650,690.0,25,24.0,180,152.0,,,LOW,N/A,0,2.5
NIMONIC* 81,871.0,wrought,LLM_ONLY,SUCCESS,250,,550,310.0,25,,170,138.0,,,LOW,N/A,0,1.5
NIMONIC* 81,982.0,wrought,LLM_ONLY,SUCCESS,220,,420,105.0,25,,180,126.0,,,LOW,N/A,0,1.4
ASTROLOY,21.0,wrought,LLM_ONLY,SUCCESS,1050,1050.0,1250,1415.0,25,16.0,220000,,,,LOW,N/A,0,1.2
ASTROLOY,538.0,wrought,LLM_ONLY,SUCCESS,850,965.0,1050,1240.0,20,16.0,190,,,,LOW,N/A,0,1.6
ASTROLOY,649.0,wrought,LLM_ONLY,SUCCESS,850,965.0,1050,1310.0,20,18.0,190000,,,,LOW,N/A,0,1.5
ASTROLOY,760.0,wrought,LLM_ONLY,SUCCESS,850,910.0,1050,1160.0,20,21.0,190,,,,LOW,N/A,0,1.1
ASTROLOY,871.0,wrought,LLM_ONLY,SUCCESS,450,690.0,700,775.0,25,25.0,180,,,,LOW,N/A,0,2.0
ASTROLOY,982.0,wrought,LLM_ONLY,SUCCESS,220,275.0,380,415.0,25,30.0,170,,,,LOW,N/A,0,1.1
NIMONIC* PE16,21.0,wrought,LLM_ONLY,SUCCESS,900,530.0,1200,885.0,25,37.0,200000,199.0,,,LOW,N/A,0,1.2
NIMONIC* PE16,93.0,wrought,LLM_ONLY,SUCCESS,900,,1200,,20,,200000,193.0,,,LOW,N/A,0,1.7
NIMONIC* PE16,204.0,wrought,LLM_ONLY,SUCCESS,550,,900,,25,,190,187.0,,,LOW,N/A,0,1.3
NIMONIC* PE16,316.0,wrought,LLM_ONLY,SUCCESS,550,,900,,25,,210000,180.0,,,LOW,N/A,0,1.7
NIMONIC* PE16,427.0,wrought,LLM_ONLY,SUCCESS,550,,900,,25,,190,173.0,,,LOW,N/A,0,0.9
NIMONIC* PE16,538.0,wrought,LLM_ONLY,SUCCESS,450,485.0,700,740.0,25,26.0,180,165.0,,,LOW,N/A,0,2.4
NIMONIC* PE16,649.0,wrought,LLM_ONLY,SUCCESS,850,485.0,1050,660.0,25,30.0,220000,157.0,,,LOW,N/A,0,1.9
NIMONIC* PE16,760.0,wrought,LLM_ONLY,SUCCESS,900,370.0,1200,510.0,20,42.0,190000,147.0,,,LOW,N/A,0,1.6
NIMONIC* PE16,871.0,wrought,LLM_ONLY,SUCCESS,450,140.0,700,215.0,25,80.0,180,137.0,,,LOW,N/A,0,1.5
NIMONIC* PE16,982.0,wrought,LLM_ONLY,SUCCESS,250,50.0,550,90.0,20,,150,124.0,,,LOW,N/A,0,1.8
AF2-1DA,20.0,cast,LLM_ONLY,SUCCESS,950,1000.0,1250,1600.0,12,7.0,220000,,,,LOW,N/A,0,1.4
Alloy 263 (C263),20.0,wrought,LLM_ONLY,SUCCESS,900,580.0,1200,1000.0,25,35.0,220000,,,,LOW,N/A,0,1.9
CM 247 LC,20.0,cast,LLM_ONLY,SUCCESS,950,850.0,1250,1000.0,12,4.5,220000,,,,LOW,N/A,0,1.0
GTD-111,20.0,cast,LLM_ONLY,SUCCESS,1050,980.0,1300,1130.0,20,8.0,210,,,,LOW,N/A,0,7.2
GTD-262,20.0,cast,LLM_ONLY,SUCCESS,900,650.0,1200,900.0,20,8.0,220000,,,,LOW,N/A,0,0.9
GTD-444,20.0,cast,LLM_ONLY,SUCCESS,950,860.0,1250,1080.0,12,9.0,220000,,,,LOW,N/A,0,1.2
Haynes 233,20.0,wrought,LLM_ONLY,SUCCESS,950,778.0,1250,1187.0,25,27.0,220000,,,,LOW,N/A,0,1.2
Haynes 282,20.0,wrought,LLM_ONLY,SUCCESS,1050,760.0,1250,1150.0,20,27.0,220000,,,,LOW,N/A,0,0.8
Inconel 718Plus,20.0,wrought,LLM_ONLY,SUCCESS,1050,1170.0,1250,1480.0,25,20.0,220000,,,,LOW,N/A,0,1.4
Inconel X-750,20.0,wrought,LLM_ONLY,SUCCESS,1050,860.0,1250,1240.0,25,20.0,220000,,,,LOW,N/A,0,1.2
MAR-M 002,20.0,cast,LLM_ONLY,SUCCESS,1050,825.0,1400,1035.0,15,7.0,220000,,,,LOW,N/A,0,2.3
MERL 76,20.0,wrought,LLM_ONLY,SUCCESS,1050,1030.0,1300,1550.0,20,25.0,210,,,,LOW,N/A,0,1.1
Rene 100,20.0,cast,LLM_ONLY,SUCCESS,900,1000.0,1200,1300.0,20,10.0,207,,,,LOW,N/A,0,1.3
Rene 108,20.0,cast,LLM_ONLY,SUCCESS,950,1000.0,1250,1200.0,20,11.0,220000,,,,LOW,N/A,0,1.6
Rene 95,20.0,wrought,LLM_ONLY,SUCCESS,900,1240.0,1200,1620.0,20,12.0,220000,,,,LOW,N/A,0,1.7
RR1000,20.0,wrought,LLM_ONLY,SUCCESS,1050,1100.0,1250,1400.0,25,15.0,220000,,,,LOW,N/A,0,1.5
Udimet 720,20.0,wrought,LLM_ONLY,SUCCESS,1050,1100.0,1300,1500.0,25,15.0,220000,,,,LOW,N/A,0,1.1
ATI Allegheny Ludlum Altemp® X-750 Nickel-Based superalloy,20.0,wrought,LLM_ONLY,SUCCESS,1050,,1250,,25,,220000,214.0,,,LOW,N/A,0,1.0
Haynes 214® alloy,20.0,wrought,LLM_ONLY,SUCCESS,1050,605.0,1250,995.0,25,37.3,200,218.0,,,LOW,N/A,0,1.5
Haynes 214® alloy,100.0,wrought,LLM_ONLY,SUCCESS,900,,1200,,25,,220000,210.0,,,LOW,N/A,0,1.6
Haynes 214® alloy,200.0,wrought,LLM_ONLY,SUCCESS,900,,1200,,25,,220000,204.0,,,LOW,N/A,0,1.6
Haynes 214® alloy,300.0,wrought,LLM_ONLY,SUCCESS,900,,1200,,20,,220000,199.0,,,LOW,N/A,0,1.3
Haynes 214® alloy,400.0,wrought,LLM_ONLY,SUCCESS,750,,1000,,18,,190,190.0,,,LOW,N/A,0,2.4
Haynes 214® alloy,500.0,wrought,LLM_ONLY,SUCCESS,900,,1200,,20,,190,184.0,,,LOW,N/A,0,1.9
Haynes 214® alloy,540.0,wrought,LLM_ONLY,SUCCESS,800,545.0,1050,865.0,20,,180000,,,,LOW,N/A,0,2.0
Haynes 214® alloy,600.0,wrought,LLM_ONLY,SUCCESS,850,,1050,,18,,180,177.0,,,LOW,N/A,0,1.2
Haynes 214® alloy,649.0,wrought,LLM_ONLY,SUCCESS,800,565.0,1050,815.0,20,22.2,180,,,,LOW,N/A,0,2.4
Haynes 214® alloy,650.0,wrought,LLM_ONLY,SUCCESS,800,565.0,1050,815.0,20,22.2,180,,,,LOW,N/A,0,2.1
Haynes 214® alloy,700.0,wrought,LLM_ONLY,SUCCESS,850,,1050,,25,,200000,170.0,,,LOW,N/A,0,1.9
Haynes 214® alloy,760.0,wrought,LLM_ONLY,SUCCESS,450,645.0,700,705.0,25,20.4,150,,,,LOW,N/A,0,1.8
Haynes 214® alloy,800.0,wrought,LLM_ONLY,SUCCESS,450,,700,,25,,180,162.0,,,LOW,N/A,0,1.6
Haynes 214® alloy,870.0,wrought,LLM_ONLY,SUCCESS,450,310.0,700,400.0,25,49.4,180,,,,LOW,N/A,0,1.9
Haynes 214® alloy,871.0,wrought,LLM_ONLY,SUCCESS,450,310.0,700,400.0,25,49.4,180000,,,,LOW,N/A,0,2.1
Haynes 214® alloy,900.0,wrought,LLM_ONLY,SUCCESS,250,,550,,25,,150,151.0,,,LOW,N/A,0,1.7
Haynes 214® alloy,980.0,wrought,LLM_ONLY,SUCCESS,250,54.0,450,105.0,25,144.8,180,,,,LOW,N/A,0,1.8
Haynes 214® alloy,982.0,wrought,LLM_ONLY,SUCCESS,250,54.0,550,105.0,20,144.8,150,,,,LOW,N/A,0,2.0
Haynes 214® alloy,1000.0,wrought,LLM_ONLY,SUCCESS,250,,550,,20,,180,137.0,,,LOW,N/A,0,1.1
Haynes 214® alloy,1038.0,wrought,LLM_ONLY,SUCCESS,120,,180,,20,153.1,150,,,,LOW,N/A,0,1.6
Haynes 214® alloy,1093.0,wrought,LLM_ONLY,SUCCESS,150,27.0,300,58.0,25,157.1,140,,,,LOW,N/A,0,2.2
Haynes 214® alloy,1095.0,wrought,LLM_ONLY,SUCCESS,150,27.0,250,58.0,25,157.1,180,,,,LOW,N/A,0,2.1
Haynes 214® alloy,1149.0,wrought,LLM_ONLY,SUCCESS,50,12.0,80,32.0,20,159.3,150,,,,LOW,N/A,0,1.6
Haynes 214® alloy,1150.0,wrought,LLM_ONLY,SUCCESS,150,12.0,250,32.0,20,159.3,180,,,,LOW,N/A,0,1.7
Haynes 214® alloy,1204.0,wrought,LLM_ONLY,SUCCESS,150,9.0,250,30.0,15,134.6,180,,,,LOW,N/A,0,1.9
Haynes 214® alloy,1205.0,wrought,LLM_ONLY,SUCCESS,150,9.0,300,30.0,20,134.6,150,,,,LOW,N/A,0,2.3
Haynes 263® alloy,20.0,wrought,LLM_ONLY,SUCCESS,1050,635.0,1250,1050.0,25,35.8,220000,221.0,,,LOW,N/A,0,1.2
Haynes 263® alloy,100.0,wrought,LLM_ONLY,SUCCESS,850,,1200,,25,,210,219.0,,,LOW,N/A,0,1.1
Haynes 263® alloy,200.0,wrought,LLM_ONLY,SUCCESS,900,,1200,,25,40.9,220000,212.0,,,LOW,N/A,0,1.8
Haynes 263® alloy,204.0,wrought,LLM_ONLY,SUCCESS,850,,1050,,25,40.9,220000,212.0,,,LOW,N/A,0,1.4
Haynes 263® alloy,300.0,wrought,LLM_ONLY,SUCCESS,900,,1200,,20,,220000,205.0,,,LOW,N/A,0,1.4
Haynes 263® alloy,400.0,wrought,LLM_ONLY,SUCCESS,850,,1050,,25,,210000,198.0,,,LOW,N/A,0,1.4
Haynes 263® alloy,427.0,wrought,LLM_ONLY,SUCCESS,830,,1030,,25,39.6,190,,,,LOW,N/A,0,1.6
Haynes 263® alloy,500.0,wrought,LLM_ONLY,SUCCESS,900,,1200,,25,,220000,192.0,,,LOW,N/A,0,1.2
Haynes 263® alloy,537.0,wrought,LLM_ONLY,SUCCESS,850,540.0,1050,855.0,25,42.1,190,,,,LOW,N/A,0,1.5
Haynes 263® alloy,540.0,wrought,LLM_ONLY,SUCCESS,850,540.0,1050,855.0,20,42.1,210000,,,,LOW,N/A,0,0.9
Haynes 263® alloy,600.0,wrought,LLM_ONLY,SUCCESS,850,,1050,,20,,190,185.0,,,LOW,N/A,0,1.3
Haynes 263® alloy,649.0,wrought,LLM_ONLY,SUCCESS,800,525.0,1050,835.0,20,36.9,190000,,,,LOW,N/A,0,1.4
Haynes 263® alloy,650.0,wrought,LLM_ONLY,SUCCESS,850,525.0,1050,835.0,25,36.9,190,,,,LOW,N/A,0,1.1
Haynes 263® alloy,700.0,wrought,LLM_ONLY,SUCCESS,850,,1050,,25,,190,176.0,,,LOW,N/A,0,1.4
Haynes 263® alloy,760.0,wrought,LLM_ONLY,SUCCESS,850,515.0,1050,725.0,20,26.6,190,,,,LOW,N/A,0,1.4
Haynes 263® alloy,800.0,wrought,LLM_ONLY,SUCCESS,450,,900,,25,,150,166.0,,,LOW,N/A,0,1.9
Haynes 263® alloy,816.0,wrought,LLM_ONLY,SUCCESS,850,,1050,,20,35.2,190,,,,LOW,N/A,0,0.9
Haynes 263® alloy,870.0,wrought,LLM_ONLY,SUCCESS,450,220.0,700,350.0,25,58.1,180,,,,LOW,N/A,0,1.3
Haynes 263® alloy,871.0,wrought,LLM_ONLY,SUCCESS,450,220.0,700,350.0,25,58.1,170,,,,LOW,N/A,0,1.3
Haynes 263® alloy,900.0,wrought,LLM_ONLY,SUCCESS,450,,750,,25,,180,154.0,,,LOW,N/A,0,1.5
Haynes 263® alloy,927.0,wrought,LLM_ONLY,SUCCESS,250,,550,,20,105.2,180,,,,LOW,N/A,0,1.7
Haynes 263® alloy,980.0,wrought,LLM_ONLY,SUCCESS,450,87.0,700,170.0,20,95.1,180000,,,,LOW,N/A,0,1.8
Haynes 263® alloy,982.0,wrought,LLM_ONLY,SUCCESS,220,87.0,420,170.0,25,95.1,180,,,,LOW,N/A,0,0.8
Haynes 263® alloy,1000.0,wrought,LLM_ONLY,SUCCESS,250,,550,,25,,150,143.0,,,LOW,N/A,0,1.0
Haynes 263® alloy,1093.0,wrought,LLM_ONLY,SUCCESS,150,37.0,250,88.0,10,103.6,140,,,,LOW,N/A,0,1.6
Haynes 263® alloy,1095.0,wrought,LLM_ONLY,SUCCESS,150,37.0,300,88.0,20,103.6,150,,,,LOW,N/A,0,2.0
Haynes R-41 alloy,27.0,wrought,LLM_ONLY,SUCCESS,900,,1200,,25,,220000,218.0,,,LOW,N/A,0,1.5
Haynes R-41 alloy,149.0,wrought,LLM_ONLY,SUCCESS,950,,1200,,25,,220000,213.0,,,LOW,N/A,0,1.3
Haynes R-41 alloy,260.0,wrought,LLM_ONLY,SUCCESS,850,,1050,,25,,220000,204.0,,,LOW,N/A,0,1.1
Haynes R-41 alloy,371.0,wrought,LLM_ONLY,SUCCESS,850,,1050,,25,,190,198.0,,,LOW,N/A,0,1.5
Haynes R-41 alloy,482.0,wrought,LLM_ONLY,SUCCESS,850,,1050,,25,,220000,190.0,,,LOW,N/A,0,1.5
Haynes R-41 alloy,538.0,wrought,LLM_ONLY,SUCCESS,920,,1050,,25,,215000,188.0,,,LOW,N/A,0,0.8
Haynes R-41 alloy,593.0,wrought,LLM_ONLY,SUCCESS,800,,1050,,25,,180,182.0,,,LOW,N/A,0,0.8
Haynes R-41 alloy,649.0,wrought,LLM_ONLY,SUCCESS,850,847.0,1050,1047.0,25,7.0,180,179.0,,,LOW,N/A,0,1.1
Haynes R-41 alloy,677.0,wrought,LLM_ONLY,SUCCESS,850,,1050,,20,,210000,178.0,,,LOW,N/A,0,1.0
Haynes R-41 alloy,760.0,wrought,LLM_ONLY,SUCCESS,850,785.0,1050,924.0,20,4.0,190,171.0,,,LOW,N/A,0,1.0
Haynes R-41 alloy,816.0,wrought,LLM_ONLY,SUCCESS,450,,650,,20,,180,166.0,,,LOW,N/A,0,1.0
Haynes R-41 alloy,843.0,wrought,LLM_ONLY,SUCCESS,850,,1050,,25,,210000,163.0,,,LOW,N/A,0,0.9
Haynes R-41 alloy,871.0,wrought,LLM_ONLY,SUCCESS,550,506.0,900,664.0,20,2.0,180,160.0,,,LOW,N/A,0,1.5
Haynes R-41 alloy,927.0,wrought,LLM_ONLY,SUCCESS,220,,380,,25,,180,150.0,,,LOW,N/A,0,0.9
Special Metals INCONEL® alloy 693,20.0,wrought,LLM_ONLY,SUCCESS,900,530.9,1200,937.7,25,45.0,220000,196.0,,,LOW,N/A,0,1.2
