alloy,temperature,processing,method,status,pred_ys,actual_ys,pred_uts,actual_uts,pred_el,actual_el,pred_em,actual_em,pred_density,pred_gamma_prime,confidence_level,tcp_risk,corrections_applied,eval_time_sec
INCONEL* 600,982.0,wrought,GPT4.1,SUCCESS,90.0,41.0,240.0,76.0,30.0,115.0,142.0,145.0,,,,,,
TD NiCr,21.0,wrought,GPT4.1,SUCCESS,690.0,615.0,950.0,945.0,25.0,20.0,210.0,,,,,,,
TD NiCr,538.0,wrought,GPT4.1,SUCCESS,690.0,450.0,950.0,685.0,25.0,14.5,185.0,,,,,,,
TD NiCr,649.0,wrought,GPT4.1,SUCCESS,690.0,365.0,950.0,435.0,25.0,11.0,178.0,,,,,,,
TD NiCr,760.0,wrought,GPT4.1,SUCCESS,690.0,260.0,950.0,270.0,25.0,5.0,170.0,,,,,,,
TD NiCr,871.0,wrought,GPT4.1,SUCCESS,600.0,180.0,750.0,185.0,25.0,3.0,160.0,,,,,,,
TD NiCr,982.0,wrought,GPT4.1,SUCCESS,350.0,130.0,480.0,140.0,25.0,2.0,150.0,,,,,,,
TD NiCr,1093.0,wrought,GPT4.1,EMPTY,,105.0,,110.0,,1.5,,,,,,,,
HASTELLOY* X,21.0,wrought,GPT4.1,SUCCESS,415.0,360.0,780.0,785.0,30.0,43.0,214.0,197.0,,,,,,
HASTELLOY* X,538.0,wrought,GPT4.1,SUCCESS,415.0,290.0,780.0,650.0,30.0,45.0,190.0,161.0,,,,,,
HASTELLOY* X,649.0,wrought,GPT4.1,SUCCESS,410.0,275.0,770.0,570.0,30.0,37.0,185.0,154.0,,,,,,
HASTELLOY* X,760.0,wrought,GPT4.1,SUCCESS,400.0,260.0,760.0,435.0,30.0,37.0,180.0,146.0,,,,,,
HASTELLOY* X,871.0,wrought,GPT4.1,SUCCESS,340.0,180.0,690.0,255.0,30.0,50.0,170.0,137.0,,,,,,
HASTELLOY* X,982.0,wrought,GPT4.1,SUCCESS,205.0,110.0,410.0,150.0,30.0,45.0,160.0,128.0,,,,,,
HASTELLOY* X,1093.0,wrought,GPT4.1,EMPTY,,55.0,,90.0,,40.0,,,,,,,,
HAYNES* 242,21.0,wrought,GPT4.1,SUCCESS,827.0,845.0,965.0,1290.0,13.0,46.0,210.0,228.0,,,,,,
HAYNES* 242,538.0,wrought,GPT4.1,SUCCESS,827.0,540.0,965.0,1080.0,13.0,50.0,183.0,197.0,,,,,,
HAYNES* 242,649.0,wrought,GPT4.1,SUCCESS,827.0,570.0,965.0,1000.0,13.0,41.0,175.0,190.0,,,,,,
HAYNES* 242,760.0,wrought,GPT4.1,SUCCESS,827.0,310.0,965.0,730.0,13.0,54.0,168.0,177.0,,,,,,
HAYNES* 242,871.0,wrought,GPT4.1,SUCCESS,724.0,310.0,827.0,500.0,13.0,85.0,158.0,166.0,,,,,,
HAYNES* 242,982.0,wrought,GPT4.1,SUCCESS,414.0,210.0,552.0,290.0,13.0,97.0,148.0,154.0,,,,,,
Alloy 718 (AMS 5596 sheet),20.0,wrought,GPT4.1,EMPTY,,860.0,,1100.0,,30.0,,,,,,,,
Alloy 725,20.0,wrought,GPT4.1,EMPTY,,827.0,,1170.0,,35.0,,,,,,,,
Haynes 244,20.0,wrought,GPT4.1,EMPTY,,860.0,,1240.0,,12.0,,,,,,,,
ATI Allegheny Ludlum AL 22™ Nickel-Base Alloy,20.0,wrought,GPT4.1,EMPTY,,345.0,,724.0,,67.0,,207.0,,,,,,
ATI Allegheny Ludlum AL 276™ Nickel-Base Alloy,21.0,wrought,GPT4.1,SUCCESS,380.0,415,785.0,790,60.0,50,205.0,,,,,,,
ATI Allegheny Ludlum AL 276™ Nickel-Base Alloy,93.0,wrought,GPT4.1,EMPTY,,380,,725,,50,200.0,,,,,,,
ATI Allegheny Ludlum AL 276™ Nickel-Base Alloy,204.0,wrought,GPT4.1,EMPTY,,345,,710,,50,195.0,,,,,,,
ATI Allegheny Ludlum AL 276™ Nickel-Base Alloy,316.0,wrought,GPT4.1,EMPTY,,315,,675,,55,190.0,,,,,,,
ATI Allegheny Ludlum AL 276™ Nickel-Base Alloy,427.0,wrought,GPT4.1,EMPTY,,290,,655,,60,185.0,,,,,,,
ATI Allegheny Ludlum AL 276™ Nickel-Base Alloy,538.0,wrought,GPT4.1,SUCCESS,370.0,270,770.0,640,55.0,60,180.0,,,,,,,
ATI Allegheny Ludlum AL 600™ Nickel-Base Alloy,20.0,wrought,GPT4.1,EMPTY,,255.0,,640.0,,45.0,,207,,,,,,
ATI Allegheny Ludlum AL 601™ Nickel-Base Alloy,20.0,wrought,GPT4.1,EMPTY,,440.0,,790.0,,45.0,,205.0,,,,,,
ATI Allegheny Ludlum AL 625HP™ Stainless Steel,20.0,wrought,GPT4.1,EMPTY,,485.0,,940.0,,46.0,,,,,,,,
ATI Allegheny Ludlum Altemp® 718 Nickel-Base Superalloy,21.0,wrought,GPT4.1,EMPTY,,1200,,1435,,21,,200,,,,,,
ATI Allegheny Ludlum Altemp® 718 Nickel-Base Superalloy,204.0,wrought,GPT4.1,EMPTY,,1125,,1365,,20,,190,,,,,,
ATI Allegheny Ludlum Altemp® 718 Nickel-Base Superalloy,427.0,wrought,GPT4.1,EMPTY,,1080,,1325,,19.5,,178,,,,,,
ATI Allegheny Ludlum Altemp® 718 Nickel-Base Superalloy,538.0,wrought,GPT4.1,EMPTY,,1065,,1280,,19,,171,,,,,,
ATI Allegheny Ludlum Altemp® 718 Nickel-Base Superalloy,649.0,wrought,GPT4.1,EMPTY,,1020,,1160,,19,,163,,,,,,
ATI Allegheny Ludlum Altemp® 718 Nickel-Base Superalloy,704.0,wrought,GPT4.1,EMPTY,,945,,1005,,20,,,,,,,,
ATI Allegheny Ludlum Altemp® HX Nickel-Based superalloy,-196.0,wrought,GPT4.1,EMPTY,,,,1035.0,,46.0,,,,,,,,
ATI Allegheny Ludlum Altemp® HX Nickel-Based superalloy,-78.0,wrought,GPT4.1,EMPTY,,,,819.0,,51.0,,,,,,,,
ATI Allegheny Ludlum Altemp® HX Nickel-Based superalloy,20.0,wrought,GPT4.1,EMPTY,,324.0,,720.0,,,,196.0,,,,,,
ATI Allegheny Ludlum Altemp® HX Nickel-Based superalloy,204.0,wrought,GPT4.1,EMPTY,,336.0,,713.0,,41.0,198.0,,,,,,,
ATI Allegheny Ludlum Altemp® HX Nickel-Based superalloy,427.0,wrought,GPT4.1,EMPTY,,301.0,,687.0,,44.0,187.0,,,,,,,
ATI Allegheny Ludlum Altemp® HX Nickel-Based superalloy,649.0,wrought,GPT4.1,SUCCESS,415.0,272.0,760.0,472.0,30.0,37.0,174.0,,,,,,,
ATI Allegheny Ludlum Altemp® HX Nickel-Based superalloy,871.0,wrought,GPT4.1,SUCCESS,345.0,177.0,585.0,252.0,30.0,51.0,158.0,,,,,,,
ATI Allegheny Ludlum Altemp® HX Nickel-Based superalloy,1093.0,wrought,GPT4.1,EMPTY,,55.0,,90.0,,40.0,,,,,,,,
ATI Allegheny Ludlum Altemp® HX Nickel-Based superalloy,1204.0,wrought,GPT4.1,EMPTY,,26.0,,37.0,,31.0,,,,,,,,
Haynes 625 alloy,20.0,wrought,GPT4.1,EMPTY,,490.0,,905.0,,48.5,,208.0,,,,,,
Haynes 625 alloy,540.0,wrought,GPT4.1,EMPTY,,370.0,,770.0,,54.0,,,,,,,,
Haynes 625 alloy,650.0,wrought,GPT4.1,EMPTY,,370.0,,760.0,,55.6,,,,,,,,
Haynes 625 alloy,760.0,wrought,GPT4.1,SUCCESS,410.0,345.0,860.0,600.0,30.0,53.1,166.0,,,,,,,
Haynes 625 alloy,870.0,wrought,GPT4.1,EMPTY,,205.0,,345.0,,45.9,,,,,,,,
Haynes 625 alloy,980.0,wrought,GPT4.1,EMPTY,,83.0,,165.0,,43.8,,,,,,,,
Haynes 625 alloy,1095.0,wrought,GPT4.1,EMPTY,,39.0,,95.0,,44.7,,,,,,,,
Haynes 718 alloy,20.0,wrought,GPT4.1,EMPTY,,1175.0,,1395.0,,22.3,,200.0,,,,,,
Haynes 718 alloy,540.0,wrought,GPT4.1,EMPTY,,995.0,,1130.0,,24.4,,,,,,,,
Haynes 718 alloy,650.0,wrought,GPT4.1,EMPTY,,1000.0,,1155.0,,19.9,,,,,,,,
Haynes 718 alloy,760.0,wrought,GPT4.1,EMPTY,,750.0,,855.0,,10.2,,,,,,,,
Haynes 718 alloy,870.0,wrought,GPT4.1,EMPTY,,305.0,,420.0,,27.7,,,,,,,,
Haynes 718 alloy,980.0,wrought,GPT4.1,EMPTY,,90.0,,145.0,,37.0,,,,,,,,
Haynes 718 alloy,1095.0,wrought,GPT4.1,EMPTY,,40.0,,77.0,,38.5,,,,,,,,
Haynes Hastelloy® B-2 alloy,20.0,wrought,GPT4.1,EMPTY,,396.0,,914.0,,55.0,,217.0,,,,,,
Haynes Hastelloy® B-3® alloy,20.0,wrought,GPT4.1,EMPTY,,421.0,,862.0,,53.0,,216.0,,,,,,
Haynes Hastelloy® B-3® alloy,93.0,wrought,GPT4.1,EMPTY,,379.0,,834.0,,57.0,200.0,,,,,,,
Haynes Hastelloy® B-3® alloy,204.0,wrought,GPT4.1,EMPTY,,324.0,,758.0,,60.0,195.0,,,,,,,
Haynes Hastelloy® B-3® alloy,316.0,wrought,GPT4.1,EMPTY,,303.0,,717.0,,63.0,190.0,,,,,,,
Haynes Hastelloy® B-3® alloy,427.0,wrought,GPT4.1,EMPTY,,290.0,,703.0,,62.0,185.0,,,,,,,
Haynes Hastelloy® B-3® alloy,538.0,wrought,GPT4.1,SUCCESS,400.0,269.0,825.0,676.0,40.0,59.0,180.0,,,,,,,
Haynes Hastelloy® B-3® alloy,649.0,wrought,GPT4.1,SUCCESS,390.0,317.0,800.0,717.0,40.0,56.0,172.0,,,,,,,
Haynes Hastelloy® C-2000® alloy,20.0,wrought,GPT4.1,EMPTY,,393.0,,779.0,,68.0,,,,,,,,
Haynes Hastelloy® C-22® alloy,21.0,wrought,GPT4.1,SUCCESS,340.0,407.0,760.0,800.0,50.0,57.0,205.0,206.0,,,,,,
Haynes Hastelloy® C-22® alloy,93.0,wrought,GPT4.1,EMPTY,,372.0,,758.0,,58.0,200.0,,,,,,,
Haynes Hastelloy® C-22® alloy,204.0,wrought,GPT4.1,EMPTY,,303.0,,703.0,,57.0,195.0,,,,,,,
Haynes Hastelloy® C-22® alloy,316.0,wrought,GPT4.1,EMPTY,,286.0,,676.0,,62.0,190.0,,,,,,,
Haynes Hastelloy® C-22® alloy,427.0,wrought,GPT4.1,EMPTY,,283.0,,655.0,,67.0,185.0,,,,,,,
Haynes Hastelloy® C-22® alloy,538.0,wrought,GPT4.1,SUCCESS,340.0,276.0,760.0,627.0,50.0,61.0,180.0,,,,,,,
Haynes Hastelloy® C-22® alloy,649.0,wrought,GPT4.1,SUCCESS,320.0,248.0,740.0,586.0,50.0,65.0,175.0,,,,,,,
Haynes Hastelloy® C-22® alloy,760.0,wrought,GPT4.1,SUCCESS,300.0,241.0,720.0,524.0,50.0,63.0,170.0,,,,,,,
Haynes Hastelloy® C-276 alloy,20.0,wrought,GPT4.1,EMPTY,,364.7,,826.7,,61.0,,205.0,,,,,,
Haynes Hastelloy® C-276 alloy,204.0,wrought,GPT4.1,EMPTY,,,,696.4,,,195.0,195.0,,,,,,
Haynes Hastelloy® C-276 alloy,316.0,wrought,GPT4.1,EMPTY,,,,681.2,,68.0,190.0,188.0,,,,,,
Haynes Hastelloy® C-276 alloy,427.0,wrought,GPT4.1,EMPTY,,,,,,67.0,185.0,182.0,,,,,,
Haynes Hastelloy® C-4 alloy,20.0,wrought,GPT4.1,EMPTY,,421.0,,801.0,,55.0,,211.0,,,,,,
Haynes Hastelloy® C-4 alloy,204.0,wrought,GPT4.1,EMPTY,,403.0,,706.0,,55.0,195.0,201.0,,,,,,
Haynes Hastelloy® C-4 alloy,316.0,wrought,GPT4.1,EMPTY,,371.0,,675.0,,61.0,190.0,194.0,,,,,,
Haynes Hastelloy® C-4 alloy,427.0,wrought,GPT4.1,EMPTY,,320.0,,656.0,,68.0,185.0,187.0,,,,,,
Haynes Hastelloy® C-4 alloy,538.0,wrought,GPT4.1,SUCCESS,380.0,299.0,760.0,645.0,50.0,55.0,180.0,179.0,,,,,,
Haynes Hastelloy® C-4 alloy,649.0,wrought,GPT4.1,SUCCESS,370.0,291.0,750.0,571.0,50.0,50.0,172.0,171.0,,,,,,
Haynes Hastelloy® C-4 alloy,760.0,wrought,GPT4.1,SUCCESS,350.0,260.0,730.0,476.0,50.0,44.0,165.0,162.0,,,,,,
Haynes Hastelloy® G-30® alloy,20.0,wrought,GPT4.1,EMPTY,,338.0,,689.0,,56.0,,202,,,,,,
Haynes Hastelloy® G-30® alloy,93.0,wrought,GPT4.1,EMPTY,,290.0,,655.0,,54.0,200.0,,,,,,,
Haynes Hastelloy® G-30® alloy,204.0,wrought,GPT4.1,EMPTY,,248.0,,607.0,,59.0,195.0,,,,,,,
Haynes Hastelloy® G-30® alloy,316.0,wrought,GPT4.1,EMPTY,,228.0,,572.0,,59.0,190.0,,,,,,,
Haynes Hastelloy® G-30® alloy,427.0,wrought,GPT4.1,EMPTY,,214.0,,552.0,,60.0,185.0,,,,,,,
Haynes Hastelloy® G-30® alloy,538.0,wrought,GPT4.1,SUCCESS,380.0,200.0,760.0,524.0,45.0,62.0,180.0,,,,,,,
Haynes Hastelloy® N,20.0,wrought,GPT4.1,EMPTY,,314.0,,794.0,,50.7,,,,,,,,
Haynes Hastelloy® N,593.0,wrought,GPT4.1,EMPTY,,227.0,,599.0,,45.3,,,,,,,,
Haynes Hastelloy® N,704.0,wrought,GPT4.1,EMPTY,,218.0,,480.0,,30.0,,,,,,,,
Haynes Hastelloy® N,815.0,wrought,GPT4.1,EMPTY,,203.0,,385.0,,24.3,,,,,,,,
Haynes Hastelloy® N,927.0,wrought,GPT4.1,EMPTY,,179.0,,234.0,,30.0,,,,,,,,
Nickel Alloy 59,20.0,wrought,GPT4.1,EMPTY,,320.0,,690.0,,40.0,,210.0,,,,,,
Special Metals INCOLOY® alloy 890 Ni-Cr-Fe Superalloy,22.0,wrought,GPT4.1,EMPTY,,272.0,,652.0,,46.6,,195.1,,,,,,
Special Metals INCOLOY® alloy 890 Ni-Cr-Fe Superalloy,870.0,wrought,GPT4.1,EMPTY,,110.0,,132.0,,84.8,,,,,,,,
Special Metals INCOLOY® alloy 890 Ni-Cr-Fe Superalloy,980.0,wrought,GPT4.1,EMPTY,,66.0,,92.0,,98.0,,,,,,,,
Special Metals INCOLOY® alloy 890 Ni-Cr-Fe Superalloy,1100.0,wrought,GPT4.1,EMPTY,,44.0,,62.0,,83.6,,,,,,,,
Special Metals INCONEL® 622 Nickel Superalloy (UNS N06022) Plate 0.250 in (6.4 mm),20.0,wrought,GPT4.1,EMPTY,,311.0,,699.8,,69.0,,209.0,,,,,,
Special Metals INCONEL® 725 Nickel Superalloy (UNS N07725),20.0,wrought,GPT4.1,EMPTY,,427.0,,855.0,,57.0,,204.0,,,,,,
Special Metals INCONEL® Alloy 686 Nickel Superalloy Sheet (UNS N06686),20.0,wrought,GPT4.1,EMPTY,,421.0,,848.0,,59.0,,207,,,,,,
Special Metals INCONEL® Alloy N06230 Ni-Cr-W-Mo Alloy,21.0,wrought,GPT4.1,SUCCESS,410.0,403.0,760.0,824.0,45.0,46.0,215.0,,,,,,,
Special Metals INCONEL® Alloy N06230 Ni-Cr-W-Mo Alloy,204.0,wrought,GPT4.1,EMPTY,,386.0,,772.0,,45.0,205.0,,,,,,,
Special Metals INCONEL® Alloy N06230 Ni-Cr-W-Mo Alloy,316.0,wrought,GPT4.1,EMPTY,,372.0,,758.0,,46.0,200.0,,,,,,,
Special Metals INCONEL® Alloy N06230 Ni-Cr-W-Mo Alloy,427.0,wrought,GPT4.1,EMPTY,,359.0,,745.0,,48.0,195.0,,,,,,,
Special Metals INCONEL® Alloy N06230 Ni-Cr-W-Mo Alloy,538.0,wrought,GPT4.1,SUCCESS,410.0,310.0,760.0,724.0,45.0,40.0,190.0,,,,,,,
Special Metals INCONEL® Alloy N06230 Ni-Cr-W-Mo Alloy,649.0,wrought,GPT4.1,SUCCESS,410.0,290.0,760.0,724.0,45.0,50.0,185.0,,,,,,,
Special Metals INCONEL® Alloy N06230 Ni-Cr-W-Mo Alloy,760.0,wrought,GPT4.1,SUCCESS,410.0,290.0,760.0,517.0,45.0,70.0,180.0,,,,,,,
Special Metals INCONEL® Alloy N06230 Ni-Cr-W-Mo Alloy,871.0,wrought,GPT4.1,SUCCESS,340.0,193.0,600.0,234.0,45.0,90.0,170.0,,,,,,,
Special Metals INCONEL® Alloy N06230 Ni-Cr-W-Mo Alloy,1090.0,wrought,GPT4.1,EMPTY,,55.2,,82.7,,70.0,,,,,,,,
Special Metals INCONEL® C276 Nickel Superalloy Sheet,20.0,wrought,GPT4.1,EMPTY,,376.0,,796.3,,60.0,,205.0,,,,,,
Special Metals INCONEL® G-3 Nickel Superalloy (UNS N06985),20.0,wrought,GPT4.1,EMPTY,,320.0,,690.0,,60.0,,199.0,,,,,,
Special Metals INCONEL® G-3 Nickel Superalloy (UNS N06985),550.0,wrought,GPT4.1,EMPTY,,190.0,,500.0,,65.0,,,,,,,,
Special Metals NIMONIC® Alloy 86,20.0,wrought,GPT4.1,EMPTY,,410.0,,,,42.0,,210.0,,,,,,
Special Metals NIMONIC® Alloy 86,23.0,wrought,GPT4.1,EMPTY,,,,825.0,,,,,,,,,,
Special Metals NIMONIC® Alloy 86,650.0,wrought,GPT4.1,EMPTY,,240.0,,620.0,,50.0,,,,,,,,
